,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Emotionsbezug_falls_nötig
32,,,,,,,LSch,negativ,23269,CATMA_AA6CFF3F-D13B-45B1-BECB-BD507E6E1F93_1,13,Emotionen des Leids,negativ,23210,Leid,So Sonn als Brunst verraucht / wo Hertz und Luft ist trübe.,"['So', 'Sonn', 'als', 'Brunst', 'verraucht', '/', 'wo', 'Hertz', 'und', 'Luft', 'ist', 'trübe', '.']",
33,,,SISIGAMBIS,,,,LSch,positiv,23326,CATMA_FDF5677D-B3A1-4017-980D-9EFC1E7767D6_0,7,Emotionen der Zuneigung,positiv,23280,Liebe,Hier brennet Ibrahim mit unverfälschter Liebe.,"['Hier', 'brennet', 'Ibrahim', 'mit', 'unverfälschter', 'Liebe', '.']",
34,,,SISIGAMBIS,,,,LSch,positiv,23461,CATMA_FDF5677D-B3A1-4017-980D-9EFC1E7767D6_1,9,Emotionen der Zuneigung,positiv,23405,Liebe,Durch deinen Liebreitz wird mein lodernd Hertz verzehrt.,"['Durch', 'deinen', 'Liebreitz', 'wird', 'mein', 'lodernd', 'Hertz', 'verzehrt', '.']",
35,,,SISIGAMBIS,,,,LSch,positiv,23596,CATMA_FDF5677D-B3A1-4017-980D-9EFC1E7767D6_2,10,Emotionen der Zuneigung,positiv,23536,Liebe,Man sieht auß Heclens Eiß- und Schnee-kluft Flammen steigen.,"['Man', 'sieht', 'auß', 'Heclens', 'Eiß-', 'und', 'Schnee-kluft', 'Flammen', 'steigen', '.']",
36,,,,,,,LSch,negativ,23394,CATMA_43EEFE1C-5E2E-45E5-A172-701D590FCCB5_0,11,Emotionen des Leids,negativ,23340,Leid,Hat Sonn und Fürst an Dunst und Mir was liebens-werth?,"['Hat', 'Sonn', 'und', 'Fürst', 'an', 'Dunst', 'und', 'Mir', 'was', 'liebens-werth', '?']",
37,,,,,,,LSch,negativ,23525,CATMA_43EEFE1C-5E2E-45E5-A172-701D590FCCB5_1,11,Emotionen des Leids,negativ,23475,Leid,Mag / die das kalte Leid entseelet / Feuer zeugen?,"['Mag', '/', 'die', 'das', 'kalte', 'Leid', 'entseelet', '/', 'Feuer', 'zeugen', '?']",
38,SISIGAMBIS,,IBRAHIM,,,,LSch,positiv,23662,CATMA_0A4B438A-17DF-4DE1-9576-1D1EC629F291,9,Emotionen der Zuneigung,positiv,23610,Liebe,In meiner Seele glimmt kein Funcken frembder Brunst.,"['In', 'meiner', 'Seele', 'glimmt', 'kein', 'Funcken', 'frembder', 'Brunst', '.']",
39,,,,,,nur auf Sprachebene,LSch,positiv,23724,CATMA_3F82B127-56FA-4411-854C-B71DF779DFD0,11,Emotionen der Zuneigung,positiv,23673,Liebe,So Blitz als Liebe wird gezeugt auß Kält und Dunst.,"['So', 'Blitz', 'als', 'Liebe', 'wird', 'gezeugt', 'auß', 'Kält', 'und', 'Dunst', '.']",
40,SISIGAMBIS,,,,,,LSch,negativ,24118,CATMA_2882C9D4-FBAE-4BEF-AAC1-EBF5B6A26AE1,73,Emotionen des Leids,negativ,23738,Leid,"Was sol für Anmuth blühn auf diesen welcken Wangen /
Auff dieser schlaffen Brust? Ein Garn / das Löwen fangen
Und Riesen fässeln sol / ja Käyser schlingen ein /
Muß nicht auß schlechtem Zeug und irdschem Drate seyn.
Der Agstein zeucht nur Spreu / Magnete ziehn nur Eisen /
Nicht schwer und schätzbar Gold. Die Flamm und Glut beweisen
An Zedern ihre Krafft; sind gegen Golde kalt.
","['Was', 'sol', 'für', 'Anmuth', 'blühn', 'auf', 'diesen', 'welcken', 'Wangen', '/', 'Auff', 'dieser', 'schlaffen', 'Brust', '?', 'Ein', 'Garn', '/', 'das', 'Löwen', 'fangen', 'Und', 'Riesen', 'fässeln', 'sol', '/', 'ja', 'Käyser', 'schlingen', 'ein', '/', 'Muß', 'nicht', 'auß', 'schlechtem', 'Zeug', 'und', 'irdschem', 'Drate', 'seyn', '.', 'Der', 'Agstein', 'zeucht', 'nur', 'Spreu', '/', 'Magnete', 'ziehn', 'nur', 'Eisen', '/', 'Nicht', 'schwer', 'und', 'schätzbar', 'Gold', '.', 'Die', 'Flamm', 'und', 'Glut', 'beweisen', 'An', 'Zedern', 'ihre', 'Krafft', ';', 'sind', 'gegen', 'Golde', 'kalt', '.']",
41,,,,,,,LSch,positiv,24338,CATMA_FED0C0E0-C263-4033-83D8-F7AEFC209141,37,Emotionen der Zuneigung,positiv,24118,Lust,"Und Sisigambis sol mit welckender Gestalt
Den grossen Sultan ziehn? des Käysers Hertze zünden
Durch lauen Liebreitz an? Wir selber / wir empfinden:
Daß unser Anmuths-Trieb zu schlechter Weyrauch sey
Auff Ibrahims Altar.
","['Und', 'Sisigambis', 'sol', 'mit', 'welckender', 'Gestalt', 'Den', 'grossen', 'Sultan', 'ziehn', '?', 'des', 'Käysers', 'Hertze', 'zünden', 'Durch', 'lauen', 'Liebreitz', 'an', '?', 'Wir', 'selber', '/', 'wir', 'empfinden', ':', 'Daß', 'unser', 'Anmuths-Trieb', 'zu', 'schlechter', 'Weyrauch', 'sey', 'Auff', 'Ibrahims', 'Altar', '.']",
42,,,,,,,LSch,positiv,25047,CATMA_DFFF6F47-FE89-426D-8754-E282C3F979BC,131,Emotionen der Zuneigung,positiv,24349,Verehrung,"Die Demuth wohnet bey
Meist der Vollkommenheit; und die pflegt eigne Sachen /
Die gleich unschätzbar sind / im Urtheil klein zu machen.
Sie Sisigambis spricht die Schönheit schlecht in Ihr /
Mein Geist macht aber sie zu einem Abgott mir.
Die Marmel / die von nichts alß Kält und Härte wißen /
Zerschmeltzen / wenn auff sie die Augen-Strahlen schüßen;
Die Bäch und Kräuter sind ehrsüchtig deinen Fuß
Mit Küssen zu verehrn. Ich / Sisigambis/ muß
Dein Englisch Antlitz nicht nur einen Garten rühmen /
Da Lilgen Stirn und Halß / die Wangen Rosen blümen /

Den Mund Granaten ziern; von dem Verhängnüs ist
Die Sisigambis uns zum Paradis erkiest.
Weil wir ja / ausser Ihr / nicht Heil/ nicht Ruhe finden.
","['Die', 'Demuth', 'wohnet', 'bey', 'Meist', 'der', 'Vollkommenheit', ';', 'und', 'die', 'pflegt', 'eigne', 'Sachen', '/', 'Die', 'gleich', 'unschätzbar', 'sind', '/', 'im', 'Urtheil', 'klein', 'zu', 'machen', '.', 'Sie', 'Sisigambis', 'spricht', 'die', 'Schönheit', 'schlecht', 'in', 'Ihr', '/', 'Mein', 'Geist', 'macht', 'aber', 'sie', 'zu', 'einem', 'Abgott', 'mir', '.', 'Die', 'Marmel', '/', 'die', 'von', 'nichts', 'alß', 'Kält', 'und', 'Härte', 'wißen', '/', 'Zerschmeltzen', '/', 'wenn', 'auff', 'sie', 'die', 'Augen-Strahlen', 'schüßen', ';', 'Die', 'Bäch', 'und', 'Kräuter', 'sind', 'ehrsüchtig', 'deinen', 'Fuß', 'Mit', 'Küssen', 'zu', 'verehrn', '.', 'Ich', '/', 'Sisigambis/', 'muß', 'Dein', 'Englisch', 'Antlitz', 'nicht', 'nur', 'einen', 'Garten', 'rühmen', '/', 'Da', 'Lilgen', 'Stirn', 'und', 'Halß', '/', 'die', 'Wangen', 'Rosen', 'blümen', '/', 'Den', 'Mund', 'Granaten', 'ziern', ';', 'von', 'dem', 'Verhängnüs', 'ist', 'Die', 'Sisigambis', 'uns', 'zum', 'Paradis', 'erkiest', '.', 'Weil', 'wir', 'ja', '/', 'ausser', 'Ihr', '/', 'nicht', 'Heil/', 'nicht', 'Ruhe', 'finden', '.']",
43,,SISIGAMBIS,,,,,LSch,positiv,25107,CATMA_962EF357-11C3-4B3A-B49A-016FBBC7C146,9,Emotionen der Zuneigung,positiv,25061,Lust,Mag in Ihm Alima nicht süssern Brand anzünden?,"['Mag', 'in', 'Ihm', 'Alima', 'nicht', 'süssern', 'Brand', 'anzünden', '?']",
44,,,,,,,LSch,positiv,25472,CATMA_454B798B-353F-4D1D-9574-F000003AFF08,57,Emotionen der Zuneigung,positiv,25193,Verehrung,"Ach! keine kein' ist gleich
Und reicht den Schatten dir! Die güldnen Himmel werden
Von einer Sonn erhellt. Der grosse Kräyß der Erden
Hegt einen Fenix nur: Und in Stambuldens Stadt
Ist eine Gottheit nur / die uns zum Priester hat.
O Sonne meiner Seel / und Abgott meines Hertzen.","['Ach', '!', 'keine', 'kein', ""'"", 'ist', 'gleich', 'Und', 'reicht', 'den', 'Schatten', 'dir', '!', 'Die', 'güldnen', 'Himmel', 'werden', 'Von', 'einer', 'Sonn', 'erhellt', '.', 'Der', 'grosse', 'Kräyß', 'der', 'Erden', 'Hegt', 'einen', 'Fenix', 'nur', ':', 'Und', 'in', 'Stambuldens', 'Stadt', 'Ist', 'eine', 'Gottheit', 'nur', '/', 'die', 'uns', 'zum', 'Priester', 'hat', '.', 'O', 'Sonne', 'meiner', 'Seel', '/', 'und', 'Abgott', 'meines', 'Hertzen', '.']",
45,IBRAHIM,,,,,,LSch,positiv,25851,CATMA_0DD7D40A-A879-4B85-8F0B-E93DDCAB9EF0,60,Emotionen der Zuneigung,positiv,25550,Verehrung,"Wer nicht die Schönheit kennt und prüfet / ist stockblind;
Wer sie nicht preißt und liebt / ein Stock / ein alber Kind.
Sie / Sisigambis / ist ein Zirckel aller Zierden /
Ein Engel dieser Welt / ein Labsal der Begierden /
Ein Kleinod unsrer Zeit / der Mensch und Himmel spricht
Den güldnen Apffel zu.
","['Wer', 'nicht', 'die', 'Schönheit', 'kennt', 'und', 'prüfet', '/', 'ist', 'stockblind', ';', 'Wer', 'sie', 'nicht', 'preißt', 'und', 'liebt', '/', 'ein', 'Stock', '/', 'ein', 'alber', 'Kind', '.', 'Sie', '/', 'Sisigambis', '/', 'ist', 'ein', 'Zirckel', 'aller', 'Zierden', '/', 'Ein', 'Engel', 'dieser', 'Welt', '/', 'ein', 'Labsal', 'der', 'Begierden', '/', 'Ein', 'Kleinod', 'unsrer', 'Zeit', '/', 'der', 'Mensch', 'und', 'Himmel', 'spricht', 'Den', 'güldnen', 'Apffel', 'zu', '.']",
46,,SISIGAMBIS,SISIGAMBIS,,,,LSch,positiv,26018,CATMA_4E075A67-F586-4022-BB62-8901743667C9,27,Emotionen der Zuneigung,positiv,25865,Lust,"Der Käyser kiese nicht
Für Demant schlechtes Glaß. In wenig Zeit erbleichet
Des falschen Purpers Glantz / den uns Begierde streichet
Für blöden Augen an.","['Der', 'Käyser', 'kiese', 'nicht', 'Für', 'Demant', 'schlechtes', 'Glaß', '.', 'In', 'wenig', 'Zeit', 'erbleichet', 'Des', 'falschen', 'Purpers', 'Glantz', '/', 'den', 'uns', 'Begierde', 'streichet', 'Für', 'blöden', 'Augen', 'an', '.']",
47,,SISIGAMBIS,SISIGAMBIS,,,,LSch,negativ,26202,CATMA_8AB753FF-834A-4FCF-98E1-9ACE0243C06F,32,Emotionen der Ablehnung,negativ,26019,Abscheu,"Nach einst-gebüßter Lust /
Wird er schon Eckel fühln für Sisigambens Brust;
Ja die Vernunfft in Ihm für Blind- und Thorheit schelten /
Was Ubereilung itzt läßt für Vergnügung gelten.
","['Nach', 'einst-gebüßter', 'Lust', '/', 'Wird', 'er', 'schon', 'Eckel', 'fühln', 'für', 'Sisigambens', 'Brust', ';', 'Ja', 'die', 'Vernunfft', 'in', 'Ihm', 'für', 'Blind-', 'und', 'Thorheit', 'schelten', '/', 'Was', 'Ubereilung', 'itzt', 'läßt', 'für', 'Vergnügung', 'gelten', '.']",
48,IBRAHIM,,,,,,LSch,positiv,26429,CATMA_7CA59444-4690-4ED8-AB1B-4E3E76DFF7E1,16,Emotionen der Zuneigung,positiv,26352,Lust,"Ach! aber / ach du fehlest/
Wenn du des Sultans Brand zur Ubereilung zehlest.","['Ach', '!', 'aber', '/', 'ach', 'du', 'fehlest/', 'Wenn', 'du', 'des', 'Sultans', 'Brand', 'zur', 'Ubereilung', 'zehlest', '.']",
49,,,unbekannt,,,,LSch,positiv,26676,CATMA_6733166C-C814-4410-B9AC-3F689C40F17D,47,Emotionen der Zuneigung,positiv,26430,Lust,"Du kennst des Käysers Arth: wie vieler Frauen Trieb /8


Wie mancher Jahre Reitz bey uns ohnmächtig blieb /
Nur einen süssen Brand in unser Hertz zu stecken.
Das Feuer war uns kalt / die Schönheit schien uns Flecken /
Der Liebreitz eckelnd Gifft.","['Du', 'kennst', 'des', 'Käysers', 'Arth', ':', 'wie', 'vieler', 'Frauen', 'Trieb', '/8', 'Wie', 'mancher', 'Jahre', 'Reitz', 'bey', 'uns', 'ohnmächtig', 'blieb', '/', 'Nur', 'einen', 'süssen', 'Brand', 'in', 'unser', 'Hertz', 'zu', 'stecken', '.', 'Das', 'Feuer', 'war', 'uns', 'kalt', '/', 'die', 'Schönheit', 'schien', 'uns', 'Flecken', '/', 'Der', 'Liebreitz', 'eckelnd', 'Gifft', '.']",
50,,,,,,,LSch,negativ,26676,CATMA_49185CBA-F35E-467C-87E7-9105825E6C16,11,Emotionen der Ablehnung,negativ,26613,Abscheu,"die Schönheit schien uns Flecken /
Der Liebreitz eckelnd Gifft.","['die', 'Schönheit', 'schien', 'uns', 'Flecken', '/', 'Der', 'Liebreitz', 'eckelnd', 'Gifft', '.']",
51,IBRAHIM,,SISIGAMBIS,,,,LSch,positiv,26867,CATMA_62239B09-17C1-4070-BFC6-FE65C7D6C417,37,Emotionen der Zuneigung,positiv,26677,Lust,"So schleuß nun: was für Blitz
Auß deiner Anmuth fährt. Von eines Funckens Hitz
Entzündet Weyrauch sich. Viel Flammen aber müssen
Dar würcken / wo der Stahl sol glühn / das Gold-Ertzt flißen.","['So', 'schleuß', 'nun', ':', 'was', 'für', 'Blitz', 'Auß', 'deiner', 'Anmuth', 'fährt', '.', 'Von', 'eines', 'Funckens', 'Hitz', 'Entzündet', 'Weyrauch', 'sich', '.', 'Viel', 'Flammen', 'aber', 'müssen', 'Dar', 'würcken', '/', 'wo', 'der', 'Stahl', 'sol', 'glühn', '/', 'das', 'Gold-Ertzt', 'flißen', '.']",
52,,,,,,,LSch,positiv,27352,CATMA_6C356096-64FC-476A-8D37-EEEAFC8A6E9A,93,Emotionen der Zuneigung,positiv,26869,Liebe,"Als aber Amurath Fürst / ich ein Kind noch war /
Lag meines Bruders Mund auff deinen Brüsten zwar /
Du aber bautest dir schon Tempel in mein Hertze.
Von selbter Zeit brenn ich / und meinem Hellen-Schmertze
Hat ieder Tag geflößt frisch Oel und Schwefel ein.
Sol / was nun langsam wird / starck / fest/ und tauernd seyn /
Solln darumb so viel Zeit die Elefanten leben /
Weil sie zehn gantzer Jahr in Mutterleibe schweben /
So saget meine Seel ihr felsen-feste Treu
Und lange Liebe zu.
","['Als', 'aber', 'Amurath', 'Fürst', '/', 'ich', 'ein', 'Kind', 'noch', 'war', '/', 'Lag', 'meines', 'Bruders', 'Mund', 'auff', 'deinen', 'Brüsten', 'zwar', '/', 'Du', 'aber', 'bautest', 'dir', 'schon', 'Tempel', 'in', 'mein', 'Hertze', '.', 'Von', 'selbter', 'Zeit', 'brenn', 'ich', '/', 'und', 'meinem', 'Hellen-Schmertze', 'Hat', 'ieder', 'Tag', 'geflößt', 'frisch', 'Oel', 'und', 'Schwefel', 'ein', '.', 'Sol', '/', 'was', 'nun', 'langsam', 'wird', '/', 'starck', '/', 'fest/', 'und', 'tauernd', 'seyn', '/', 'Solln', 'darumb', 'so', 'viel', 'Zeit', 'die', 'Elefanten', 'leben', '/', 'Weil', 'sie', 'zehn', 'gantzer', 'Jahr', 'in', 'Mutterleibe', 'schweben', '/', 'So', 'saget', 'meine', 'Seel', 'ihr', 'felsen-feste', 'Treu', 'Und', 'lange', 'Liebe', 'zu', '.']",
53,,,SISIGAMBIS,,,,LSch,negativ,27125,CATMA_142EAC8F-8E73-4941-9F7F-B239F52F00BD,19,Emotionen des Leids,negativ,27018,Leid,"Von selbter Zeit brenn ich / und meinem Hellen-Schmertze
Hat ieder Tag geflößt frisch Oel und Schwefel ein.","['Von', 'selbter', 'Zeit', 'brenn', 'ich', '/', 'und', 'meinem', 'Hellen-Schmertze', 'Hat', 'ieder', 'Tag', 'geflößt', 'frisch', 'Oel', 'und', 'Schwefel', 'ein', '.']",
54,,,,,,,LSch,positiv,27465,CATMA_6189FA6C-0476-4CDD-A756-4852F5BAEE06,22,Emotionen der Zuneigung,positiv,27366,Liebe,"Sie sey gleich alt / gleich neu;
Es sey gleich Ernst / gleich Schertz: daß mich der Sultan liebet /","['Sie', 'sey', 'gleich', 'alt', '/', 'gleich', 'neu', ';', 'Es', 'sey', 'gleich', 'Ernst', '/', 'gleich', 'Schertz', ':', 'daß', 'mich', 'der', 'Sultan', 'liebet', '/']",
55,,,IBRAHIM,,,,LSch,positiv,27734,CATMA_AF8CDD24-F354-4480-86B0-6D75E84CDB28,45,Emotionen der Zuneigung,positiv,27516,Liebe,"So ist in mir doch nichts / was wieder lieben kan /
Kein Zunder / welcher Brand und Anmuth mehr nimmt an;
Der zärtsten Jahre Tacht / das dieses Feuer fänget /
Ist von der Zeit verzehrt / und durch mein Leid versenget.
","['So', 'ist', 'in', 'mir', 'doch', 'nichts', '/', 'was', 'wieder', 'lieben', 'kan', '/', 'Kein', 'Zunder', '/', 'welcher', 'Brand', 'und', 'Anmuth', 'mehr', 'nimmt', 'an', ';', 'Der', 'zärtsten', 'Jahre', 'Tacht', '/', 'das', 'dieses', 'Feuer', 'fänget', '/', 'Ist', 'von', 'der', 'Zeit', 'verzehrt', '/', 'und', 'durch', 'mein', 'Leid', 'versenget', '.']",
56,SISIGAMBIS,,,,,,LSch,negativ,27733,CATMA_D3FA0C71-6825-4D72-BC26-4F16391D8261,22,Emotionen des Leids,negativ,27622,Leid,"Der zärtsten Jahre Tacht / das dieses Feuer fänget /
Ist von der Zeit verzehrt / und durch mein Leid versenget.","['Der', 'zärtsten', 'Jahre', 'Tacht', '/', 'das', 'dieses', 'Feuer', 'fänget', '/', 'Ist', 'von', 'der', 'Zeit', 'verzehrt', '/', 'und', 'durch', 'mein', 'Leid', 'versenget', '.']",
57,,,,,,,LSch,positiv,28466,CATMA_3CE7F936-EACD-46A8-AC2B-F12B7D7B8E97,137,Emotionen der Zuneigung,positiv,27745,Verehrung,"Der Sonne Strahlen gehn der Morgenröthe für.
Ist diese von dir weg / so leuchtet jene mir.
Allein in Ihr siht man zugleiche Blum' und Früchte /
Und Lentz und Sommer spieln. Dein Schön-seyn prangt mit Lichte /
Dein Freundlich-seyn gebiert anmuthgen Morgen-Thau.
Ach! aber / schätze nicht mein Lieben so sehr lau:
Daß Ibrahim allein die flüchtge Merzen-Blume
Der eiteln Schönheit liebt. Diß würde seinem Ruhme
Viel Flecken brennen an. Wer Farb und Haut nur liebt /
Liebt mit den Augen nur. Was meiner Seele giebt
Vergnügung / stecket auch in Sisigambis Seele.
Heißt Schönheit des Gemüths; sind Gaben / die die Höle
Des Grabes nicht versehrt / sind Blumwerck / das stets blüht /
Und Sonnen / welche man nie untergehen siht.
","['Der', 'Sonne', 'Strahlen', 'gehn', 'der', 'Morgenröthe', 'für', '.', 'Ist', 'diese', 'von', 'dir', 'weg', '/', 'so', 'leuchtet', 'jene', 'mir', '.', 'Allein', 'in', 'Ihr', 'siht', 'man', 'zugleiche', 'Blum', ""'"", 'und', 'Früchte', '/', 'Und', 'Lentz', 'und', 'Sommer', 'spieln', '.', 'Dein', 'Schön-seyn', 'prangt', 'mit', 'Lichte', '/', 'Dein', 'Freundlich-seyn', 'gebiert', 'anmuthgen', 'Morgen-Thau', '.', 'Ach', '!', 'aber', '/', 'schätze', 'nicht', 'mein', 'Lieben', 'so', 'sehr', 'lau', ':', 'Daß', 'Ibrahim', 'allein', 'die', 'flüchtge', 'Merzen-Blume', 'Der', 'eiteln', 'Schönheit', 'liebt', '.', 'Diß', 'würde', 'seinem', 'Ruhme', 'Viel', 'Flecken', 'brennen', 'an', '.', 'Wer', 'Farb', 'und', 'Haut', 'nur', 'liebt', '/', 'Liebt', 'mit', 'den', 'Augen', 'nur', '.', 'Was', 'meiner', 'Seele', 'giebt', 'Vergnügung', '/', 'stecket', 'auch', 'in', 'Sisigambis', 'Seele', '.', 'Heißt', 'Schönheit', 'des', 'Gemüths', ';', 'sind', 'Gaben', '/', 'die', 'die', 'Höle', 'Des', 'Grabes', 'nicht', 'versehrt', '/', 'sind', 'Blumwerck', '/', 'das', 'stets', 'blüht', '/', 'Und', 'Sonnen', '/', 'welche', 'man', 'nie', 'untergehen', 'siht', '.']",
58,,,SISIGAMBIS,,,,LSch,positiv,28129,CATMA_C6304DD7-3204-433A-9AA6-838CCAA6A3BA_0,23,Emotionen der Zuneigung,positiv,28006,Liebe,"Ach! aber / schätze nicht mein Lieben so sehr lau:
Daß Ibrahim allein die flüchtge Merzen-Blume
Der eiteln Schönheit liebt.","['Ach', '!', 'aber', '/', 'schätze', 'nicht', 'mein', 'Lieben', 'so', 'sehr', 'lau', ':', 'Daß', 'Ibrahim', 'allein', 'die', 'flüchtge', 'Merzen-Blume', 'Der', 'eiteln', 'Schönheit', 'liebt', '.']",
59,,,SISIGAMBIS,,,,LSch,positiv,28303,CATMA_C6304DD7-3204-433A-9AA6-838CCAA6A3BA_1,25,Emotionen der Zuneigung,positiv,28178,Liebe,"Wer Farb und Haut nur liebt /
Liebt mit den Augen nur. Was meiner Seele giebt
Vergnügung / stecket auch in Sisigambis Seele.
","['Wer', 'Farb', 'und', 'Haut', 'nur', 'liebt', '/', 'Liebt', 'mit', 'den', 'Augen', 'nur', '.', 'Was', 'meiner', 'Seele', 'giebt', 'Vergnügung', '/', 'stecket', 'auch', 'in', 'Sisigambis', 'Seele', '.']",
60,SISIGAMBIS,,,,,,LSch,Emotionale Bewegtheit,28577,CATMA_4CB9F59B-05DF-424E-8E27-22A5C4AE2321,19,Emotionale Bewegtheit,Emotionale Bewegtheit,28480,Emotionale Bewegtheit,"Was mein Gemüthe regt / ist Tugend / die verwehret
Die Thorheit zu begehn / die Ibrahim begehret.","['Was', 'mein', 'Gemüthe', 'regt', '/', 'ist', 'Tugend', '/', 'die', 'verwehret', 'Die', 'Thorheit', 'zu', 'begehn', '/', 'die', 'Ibrahim', 'begehret', '.']",
61,,SISIGAMBIS,SISIGAMBIS,,,,LSch,positiv,28628,CATMA_9D162C69-EA5E-4432-AA9D-99A7934E2500,11,Emotionen der Zuneigung,positiv,28578,Lust,So lesche denn der Fürst die Flamm in erster Glut.,"['So', 'lesche', 'denn', 'der', 'Fürst', 'die', 'Flamm', 'in', 'erster', 'Glut', '.']",
62,IBRAHIM,,SISIGAMBIS,,,,LSch,positiv,28750,CATMA_DCFACA53-61F5-4F9A-8614-41BF2287D1FB,21,Emotionen der Zuneigung,positiv,28640,Liebe,"Die ist nicht leschbar mehr. Man zündet mit der Flut
Den Kalck / das Lieben an durch kalt-gesinnt Entschlüßen.","['Die', 'ist', 'nicht', 'leschbar', 'mehr', '.', 'Man', 'zündet', 'mit', 'der', 'Flut', 'Den', 'Kalck', '/', 'das', 'Lieben', 'an', 'durch', 'kalt-gesinnt', 'Entschlüßen', '.']",
63,IBRAHIM,,SISIGAMBIS,,,,LSch,positiv,28750,CATMA_66955F50-9444-4181-A30F-3E2E87185124,21,Emotionen der Zuneigung,positiv,28640,Lust,"Die ist nicht leschbar mehr. Man zündet mit der Flut
Den Kalck / das Lieben an durch kalt-gesinnt Entschlüßen.","['Die', 'ist', 'nicht', 'leschbar', 'mehr', '.', 'Man', 'zündet', 'mit', 'der', 'Flut', 'Den', 'Kalck', '/', 'das', 'Lieben', 'an', 'durch', 'kalt-gesinnt', 'Entschlüßen', '.']",
64,,SISIGAMBIS,SISIGAMBIS,,,,LSch,positiv,28848,CATMA_0CC35743-7FD8-435E-8670-C5C98B5C1ABE,13,Emotionen der Zuneigung,positiv,28765,Liebe,"Der Fürst wird doch umbsonst sein Liebes-Oel vergießen

Auff meines Hertzens Kalck.","['Der', 'Fürst', 'wird', 'doch', 'umbsonst', 'sein', 'Liebes-Oel', 'vergießen', 'Auff', 'meines', 'Hertzens', 'Kalck', '.']",
65,,,,,,,LSch,positiv,29010,CATMA_32118736-BD71-4594-837A-0810B4BB0ACA,24,Emotionen der Zuneigung,positiv,28876,Liebe,"Alß Amurath mein Licht schloß sterbend seinen Mund /
Hab ich durch theuren Eyd9

 die Keuschheit seinem Geiste
Biß in den Tod gelobt.
","['Alß', 'Amurath', 'mein', 'Licht', 'schloß', 'sterbend', 'seinen', 'Mund', '/', 'Hab', 'ich', 'durch', 'theuren', 'Eyd9', 'die', 'Keuschheit', 'seinem', 'Geiste', 'Biß', 'in', 'den', 'Tod', 'gelobt', '.']",
66,,,,,,nur auf Sprachebene,LSch,positiv,29366,CATMA_CE5C8405-4691-42C6-B0FA-6BC32CA8DDAE,50,Emotionen der Zuneigung,positiv,29107,Liebe,"Das Lieben aber hat diß Recht und Eygenthum:
Daß kein Gelübde nicht auch kein Gesetz es bindet.
Denn hier schafft die Natur / und die Vernunfft verblindet
Durch der Begierden Rauch. Sonst sol ein jeder zieln
Auff Glauben / aber hier mag man mit Eyden spieln.
","['Das', 'Lieben', 'aber', 'hat', 'diß', 'Recht', 'und', 'Eygenthum', ':', 'Daß', 'kein', 'Gelübde', 'nicht', 'auch', 'kein', 'Gesetz', 'es', 'bindet', '.', 'Denn', 'hier', 'schafft', 'die', 'Natur', '/', 'und', 'die', 'Vernunfft', 'verblindet', 'Durch', 'der', 'Begierden', 'Rauch', '.', 'Sonst', 'sol', 'ein', 'jeder', 'zieln', 'Auff', 'Glauben', '/', 'aber', 'hier', 'mag', 'man', 'mit', 'Eyden', 'spieln', '.']",
67,,,,,,nur auf Sprachebene,LSch,positiv,29555,CATMA_FE328143-D700-4E90-BA61-2B23DFDDAB75,30,Emotionen der Zuneigung,positiv,29380,Liebe,"Welch Aberglaube bannt vom Lieben Ehr und Eyde
Und des Gewissens Trieb? Wo nicht auß Unschulds-Seyde
Das Garn der Liebe wird gesponnen / fressen sich
Die Unglücks-Motten ein. ","['Welch', 'Aberglaube', 'bannt', 'vom', 'Lieben', 'Ehr', 'und', 'Eyde', 'Und', 'des', 'Gewissens', 'Trieb', '?', 'Wo', 'nicht', 'auß', 'Unschulds-Seyde', 'Das', 'Garn', 'der', 'Liebe', 'wird', 'gesponnen', '/', 'fressen', 'sich', 'Die', 'Unglücks-Motten', 'ein', '.']",
