,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Sprachebene
45,,,,,,ER,negativ,8074,CATMA_B6FD2CDD-E909-4CA5-90D4-BFC0DA3C1256_1,3,Emotionen der Ablehnung,negativ,8058,Abscheu,"Du liederliche.
","['Du', 'liederliche', '.']",
46,,,,,,ER,negativ,8120,CATMA_B6FD2CDD-E909-4CA5-90D4-BFC0DA3C1256_2,3,Emotionen der Ablehnung,negativ,8107,Abscheu,"Du trutzige.
","['Du', 'trutzige', '.']",
47,,,,,,ER,negativ,8161,CATMA_B6FD2CDD-E909-4CA5-90D4-BFC0DA3C1256_3,3,Emotionen der Ablehnung,negativ,8148,Abscheu,"Du heÿlloße.
","['Du', 'heÿlloße', '.']",
48,,,,,,ER,negativ,8207,CATMA_B6FD2CDD-E909-4CA5-90D4-BFC0DA3C1256_4,3,Emotionen der Ablehnung,negativ,8189,Abscheu,"Du Nichtswürdige.
","['Du', 'Nichtswürdige', '.']",
49,,,,,,ER,negativ,8269,CATMA_B6FD2CDD-E909-4CA5-90D4-BFC0DA3C1256_5,6,Emotionen der Ablehnung,negativ,8238,Abscheu,"ch werde die Hände gebrauchen.
","['ch', 'werde', 'die', 'Hände', 'gebrauchen', '.']",
50,orontes,,,,,ER,Emotionale Bewegtheit,8684,CATMA_3181100F-C94D-4248-BFF4-B770C44815B4,61,Emotionale Bewegtheit,Emotionale Bewegtheit,8330,Emotionale Bewegtheit,"Holla! wird der königliche Pallast so gering geschätzet? Muß man ihm so verunehren, und ihm solche Schmach anthun, daß ihm auch der gemeine Pöbel vor einen Aufenthalt seines Geschreÿs gebrauchet. Ist den die Wohnung des Perser Königs, welche mit der prächtigen  Feste der Babÿlonischen Mauren umgeben ist, vor der knechtischen Entheiligung nicht sicher?
","['Holla', '!', 'wird', 'der', 'königliche', 'Pallast', 'so', 'gering', 'geschätzet', '?', 'Muß', 'man', 'ihm', 'so', 'verunehren', ',', 'und', 'ihm', 'solche', 'Schmach', 'anthun', ',', 'daß', 'ihm', 'auch', 'der', 'gemeine', 'Pöbel', 'vor', 'einen', 'Aufenthalt', 'seines', 'Geschreÿs', 'gebrauchet', '.', 'Ist', 'den', 'die', 'Wohnung', 'des', 'Perser', 'Königs', ',', 'welche', 'mit', 'der', 'prächtigen', 'Feste', 'der', 'Babÿlonischen', 'Mauren', 'umgeben', 'ist', ',', 'vor', 'der', 'knechtischen', 'Entheiligung', 'nicht', 'sicher', '?']",
51,orontes,,,,,ER,negativ,8684,CATMA_276E67BA-33A5-43CC-BCAF-315DA413C8DE,59,Emotionen der Ablehnung,negativ,8336,Abscheu," wird der königliche Pallast so gering geschätzet? Muß man ihm so verunehren, und ihm solche Schmach anthun, daß ihm auch der gemeine Pöbel vor einen Aufenthalt seines Geschreÿs gebrauchet. Ist den die Wohnung des Perser Königs, welche mit der prächtigen  Feste der Babÿlonischen Mauren umgeben ist, vor der knechtischen Entheiligung nicht sicher?
","['wird', 'der', 'königliche', 'Pallast', 'so', 'gering', 'geschätzet', '?', 'Muß', 'man', 'ihm', 'so', 'verunehren', ',', 'und', 'ihm', 'solche', 'Schmach', 'anthun', ',', 'daß', 'ihm', 'auch', 'der', 'gemeine', 'Pöbel', 'vor', 'einen', 'Aufenthalt', 'seines', 'Geschreÿs', 'gebrauchet', '.', 'Ist', 'den', 'die', 'Wohnung', 'des', 'Perser', 'Königs', ',', 'welche', 'mit', 'der', 'prächtigen', 'Feste', 'der', 'Babÿlonischen', 'Mauren', 'umgeben', 'ist', ',', 'vor', 'der', 'knechtischen', 'Entheiligung', 'nicht', 'sicher', '?']",
52,golo,,,,,ER,positiv,8710,CATMA_7CDA21EA-95A8-40B4-9811-11A6E7545F6B,3,Emotionen der Zuneigung,positiv,8691,Verehrung,"Gnädigster Herr...
","['Gnädigster', 'Herr', '...']",
53,orontes,,golo,,,ER,negativ,8729,CATMA_82E4CB0F-45D7-41EA-98C7-785537CF24C4,2,Emotionen der Ablehnung,negativ,8720,Ärger,"Schweig.
","['Schweig', '.']",
54,dirce,,,,,ER,negativ,8752,CATMA_586CD95D-E6FF-463E-A7BD-CFF50A3CA5D2,3,Emotionen der Ablehnung,negativ,8737,Abscheu,"Dieser Kerl...
","['Dieser', 'Kerl', '...']",
55,orontes,,"['dirce', 'golo']",,,ER,negativ,8772,CATMA_0F56231E-DDDB-4F93-8ECB-99CF0CE7EE8D,2,Emotionen der Ablehnung,negativ,8762,Ärger,"Schweiget,","['Schweiget', ',']",
56,,,,,,ER,positiv,8872,CATMA_728A7A48-C34F-4AEB-B807-F13B74219E8C,11,Emotionen der Zuneigung,positiv,8804,Liebe, was ich euch von meiner schönen Doris - ô freudenreiches Angedenken,"['was', 'ich', 'euch', 'von', 'meiner', 'schönen', 'Doris', '-', 'ô', 'freudenreiches', 'Angedenken']",
57,,,orontes,,,ER,positiv,9065,CATMA_C94C23EB-3532-4481-BE06-C1144C20EC5A,3,Emotionen der Zuneigung,positiv,9049,Verehrung,"Ich gehorsamme.
","['Ich', 'gehorsamme', '.']",
58,,,,,,ER,negativ,9321,CATMA_A7A793D6-CC6B-40DC-8C31-C06F8DA7346E,22,Emotionen der Ablehnung,negativ,9201,Abscheu," Du wiederwärtiges Gestirn, wan du wilst, daß ich länger leben solle, so gieb mir meine Freude und Ergötzlichkeit wieder","['Du', 'wiederwärtiges', 'Gestirn', ',', 'wan', 'du', 'wilst', ',', 'daß', 'ich', 'länger', 'leben', 'solle', ',', 'so', 'gieb', 'mir', 'meine', 'Freude', 'und', 'Ergötzlichkeit', 'wieder']",
59,,,,,,ER,negativ,9885,CATMA_4A009C00-148E-4B02-86A0-811F878F4922,103,Emotionen des Leids,negativ,9323,Leid,"tausenderleÿ Schmertzen erdulten, weil von seinen Feuer seÿn, und doch algemach zerschmeltzen, seÿnd gewiße Warzeichen eines grausammen Todtes, wilstu daß ich länger leben soll, du erzürnter Himmel, so seÿ meinen süßen Verlangen nicht zu wieder. Ich bin ein Schiff, welches in dem Meer verirret, ein Schiff Mann, welcher nach den Haafen trachtet, aber in dem die Winde der Wiederwärtigkeit blaßen in der See der liebe 1000 Mahl Schiffbruch leÿdet. Gebt mir meinen Trost und Auffenthalt wieder, ihr unglückseeligen Sterne, oder lasset zu, daß ich zu Grunde gehe.
","['tausenderleÿ', 'Schmertzen', 'erdulten', ',', 'weil', 'von', 'seinen', 'Feuer', 'seÿn', ',', 'und', 'doch', 'algemach', 'zerschmeltzen', ',', 'seÿnd', 'gewiße', 'Warzeichen', 'eines', 'grausammen', 'Todtes', ',', 'wilstu', 'daß', 'ich', 'länger', 'leben', 'soll', ',', 'du', 'erzürnter', 'Himmel', ',', 'so', 'seÿ', 'meinen', 'süßen', 'Verlangen', 'nicht', 'zu', 'wieder', '.', 'Ich', 'bin', 'ein', 'Schiff', ',', 'welches', 'in', 'dem', 'Meer', 'verirret', ',', 'ein', 'Schiff', 'Mann', ',', 'welcher', 'nach', 'den', 'Haafen', 'trachtet', ',', 'aber', 'in', 'dem', 'die', 'Winde', 'der', 'Wiederwärtigkeit', 'blaßen', 'in', 'der', 'See', 'der', 'liebe', '1000', 'Mahl', 'Schiffbruch', 'leÿdet', '.', 'Gebt', 'mir', 'meinen', 'Trost', 'und', 'Auffenthalt', 'wieder', ',', 'ihr', 'unglückseeligen', 'Sterne', ',', 'oder', 'lasset', 'zu', ',', 'daß', 'ich', 'zu', 'Grunde', 'gehe', '.']",
60,,,,,,ER,negativ,10286,CATMA_CFCD871C-EAD7-4F65-908D-B916A274BCE7,48,Emotionen des Leids,negativ,10012,Leid,"mich düncket, daß ihr durch euer heimliches Anliegen aus dieser königlichen Burg, ein Trauer Theatrum vor eure Schmertzen machen wollet! Saget mir Orontes, was thut ihr? Ist euch vieleicht beschwehrlich, daß ihr durch einen heÿligen Knopf euch mit Arsinoë verbinden sollet? ","['mich', 'düncket', ',', 'daß', 'ihr', 'durch', 'euer', 'heimliches', 'Anliegen', 'aus', 'dieser', 'königlichen', 'Burg', ',', 'ein', 'Trauer', 'Theatrum', 'vor', 'eure', 'Schmertzen', 'machen', 'wollet', '!', 'Saget', 'mir', 'Orontes', ',', 'was', 'thut', 'ihr', '?', 'Ist', 'euch', 'vieleicht', 'beschwehrlich', ',', 'daß', 'ihr', 'durch', 'einen', 'heÿligen', 'Knopf', 'euch', 'mit', 'Arsinoë', 'verbinden', 'sollet', '?']",
61,artaxerxes,,,,,ER,positiv,10397,CATMA_F8CCE0C1-8391-46B1-BBE6-FC16EBD861F4,21,Emotionen der Zuneigung,positiv,10286,Verehrung,"Mit Arsinoë, welche so schön ist als eine Göttin, die euch allein vom Himmel und ihren Vater versprochen worden","['Mit', 'Arsinoë', ',', 'welche', 'so', 'schön', 'ist', 'als', 'eine', 'Göttin', ',', 'die', 'euch', 'allein', 'vom', 'Himmel', 'und', 'ihren', 'Vater', 'versprochen', 'worden']",
62,,,,,,ER,positiv,10922,CATMA_491225AA-937A-4C85-A8CC-F3856B870960,100,Emotionen der Freude,positiv,10399,Freude,"er übergiebt sie euch zu eigen, und mit ihr zu einer Morgen Gabe, die gewaltige Stadt und Landschafft Nicea. Die Persianische Crone halt sich an euch, glaubet mir sicherlich, wenn ihr es nicht selber wißet, daß es so gar leicht nicht seÿ, zu einer solchen Regierung eine rechtschaffene Gemahlin zu bekommen, und eine solche erwünschte Heÿrath zu treffen. Vieleicht verstehet ihr noch nicht, wie viel hieran gelegen ist, das Reich  erwartet es, die Zeit erfordert es, die Vernunfft befiehlet es, und der Himmel will es haben","['er', 'übergiebt', 'sie', 'euch', 'zu', 'eigen', ',', 'und', 'mit', 'ihr', 'zu', 'einer', 'Morgen', 'Gabe', ',', 'die', 'gewaltige', 'Stadt', 'und', 'Landschafft', 'Nicea', '.', 'Die', 'Persianische', 'Crone', 'halt', 'sich', 'an', 'euch', ',', 'glaubet', 'mir', 'sicherlich', ',', 'wenn', 'ihr', 'es', 'nicht', 'selber', 'wißet', ',', 'daß', 'es', 'so', 'gar', 'leicht', 'nicht', 'seÿ', ',', 'zu', 'einer', 'solchen', 'Regierung', 'eine', 'rechtschaffene', 'Gemahlin', 'zu', 'bekommen', ',', 'und', 'eine', 'solche', 'erwünschte', 'Heÿrath', 'zu', 'treffen', '.', 'Vieleicht', 'verstehet', 'ihr', 'noch', 'nicht', ',', 'wie', 'viel', 'hieran', 'gelegen', 'ist', ',', 'das', 'Reich', 'erwartet', 'es', ',', 'die', 'Zeit', 'erfordert', 'es', ',', 'die', 'Vernunfft', 'befiehlet', 'es', ',', 'und', 'der', 'Himmel', 'will', 'es', 'haben']",
63,,artaxerxes,,,,ER,negativ,11196,CATMA_5FFF9028-8A33-451E-992D-EFBF025A71FB,41,Emotionen des Leids,negativ,10924,Leid,"Laßet diese betrübte Gedancken fahren Orontes, warumb wollet ihr eure Tugend mit solcher schwehren Traurigkeit plagen? Gebrauchet Großmüthiger Vetter eure durchdringende Vernunfft, und erleuchteten Verstandt, machet eures Kummers ein Ende, und der Regierung einen Anfang.
","['Laßet', 'diese', 'betrübte', 'Gedancken', 'fahren', 'Orontes', ',', 'warumb', 'wollet', 'ihr', 'eure', 'Tugend', 'mit', 'solcher', 'schwehren', 'Traurigkeit', 'plagen', '?', 'Gebrauchet', 'Großmüthiger', 'Vetter', 'eure', 'durchdringende', 'Vernunfft', ',', 'und', 'erleuchteten', 'Verstandt', ',', 'machet', 'eures', 'Kummers', 'ein', 'Ende', ',', 'und', 'der', 'Regierung', 'einen', 'Anfang', '.']",
64,,,,,,ER,positiv,11312,CATMA_10ED0E04-44FF-47CE-A78F-4DFB58329138,20,Emotionen der Zuneigung,positiv,11206,Verehrung,"Genug Artaxerxes, ich habe bißhero euer Hertz, eure Treue, eure Liebe und euren Eÿffer genugsam gespühret.","['Genug', 'Artaxerxes', ',', 'ich', 'habe', 'bißhero', 'euer', 'Hertz', ',', 'eure', 'Treue', ',', 'eure', 'Liebe', 'und', 'euren', 'Eÿffer', 'genugsam', 'gespühret', '.']",
65,,,,,,ER,negativ,11313,CATMA_98D65F7F-7D64-4BE0-B684-743A150CCDE7,20,Emotionen der Ablehnung,negativ,11206,Ärger,"Genug Artaxerxes, ich habe bißhero euer Hertz, eure Treue, eure Liebe und euren Eÿffer genugsam gespühret. ","['Genug', 'Artaxerxes', ',', 'ich', 'habe', 'bißhero', 'euer', 'Hertz', ',', 'eure', 'Treue', ',', 'eure', 'Liebe', 'und', 'euren', 'Eÿffer', 'genugsam', 'gespühret', '.']",
66,,,,,,ER,negativ,12082,CATMA_5DA16BAB-A0E7-4916-A856-3FB9AB7342E1,94,Emotionen des Leids,negativ,11565,Leid,"aber weil dieser strenge Affect, gegen die schöne Doris, o ihr Götter, gar zu tief in meinen Hertzen eingewurtzelt ist, und die volle Regierung über meine Seele führet, weil die Schmertzhaffte Gedächtnuß meiner ersten und verzweÿffelten Liebe mir Thränen aus den Augen zwinget, weil ich sie Stündlich und Augenblicklich, ich schlaffe oder wache, vor Augen sehe, und mich dardurch der Treue, welche ich ihr geschwohren erinnern muß, wie werde ich dan meine Gedancken verändern, und meinen Klagen ein Ende geben können?","['aber', 'weil', 'dieser', 'strenge', 'Affect', ',', 'gegen', 'die', 'schöne', 'Doris', ',', 'o', 'ihr', 'Götter', ',', 'gar', 'zu', 'tief', 'in', 'meinen', 'Hertzen', 'eingewurtzelt', 'ist', ',', 'und', 'die', 'volle', 'Regierung', 'über', 'meine', 'Seele', 'führet', ',', 'weil', 'die', 'Schmertzhaffte', 'Gedächtnuß', 'meiner', 'ersten', 'und', 'verzweÿffelten', 'Liebe', 'mir', 'Thränen', 'aus', 'den', 'Augen', 'zwinget', ',', 'weil', 'ich', 'sie', 'Stündlich', 'und', 'Augenblicklich', ',', 'ich', 'schlaffe', 'oder', 'wache', ',', 'vor', 'Augen', 'sehe', ',', 'und', 'mich', 'dardurch', 'der', 'Treue', ',', 'welche', 'ich', 'ihr', 'geschwohren', 'erinnern', 'muß', ',', 'wie', 'werde', 'ich', 'dan', 'meine', 'Gedancken', 'verändern', ',', 'und', 'meinen', 'Klagen', 'ein', 'Ende', 'geben', 'können', '?']",
67,,,,,,ER,negativ,12271,CATMA_E75770BE-5F5C-41D1-B032-D8633A1E73BA,34,Emotionen des Leids,negativ,12096,Mitleid,"Ich habe Mittleÿden, Orontes, mit euren großen Schmertzen, und weiß aus der Erfahrung, was die Schönheit und Liebe, in einer Edlen Seele für eine süße Bezauberung würcken kan;","['Ich', 'habe', 'Mittleÿden', ',', 'Orontes', ',', 'mit', 'euren', 'großen', 'Schmertzen', ',', 'und', 'weiß', 'aus', 'der', 'Erfahrung', ',', 'was', 'die', 'Schönheit', 'und', 'Liebe', ',', 'in', 'einer', 'Edlen', 'Seele', 'für', 'eine', 'süße', 'Bezauberung', 'würcken', 'kan', ';']",
68,,,,,,ER,negativ,12537,CATMA_6D26E093-EC74-44EB-A7A3-96342DF77556,39,Emotionen der Angst,negativ,12345,Verzweiflung,"Ist Doris gestoben? Ach Doris ist gestorben? ... Nein, Doris muß nicht sterben, biß ich zugleich mit ihr sterbe. Mit ihr soll ihr Nahme meine Bekümmernüß, Meine Liebe und ich selbst zu Grunde ","['Ist', 'Doris', 'gestoben', '?', 'Ach', 'Doris', 'ist', 'gestorben', '?', '...', 'Nein', ',', 'Doris', 'muß', 'nicht', 'sterben', ',', 'biß', 'ich', 'zugleich', 'mit', 'ihr', 'sterbe', '.', 'Mit', 'ihr', 'soll', 'ihr', 'Nahme', 'meine', 'Bekümmernüß', ',', 'Meine', 'Liebe', 'und', 'ich', 'selbst', 'zu', 'Grunde']",
69,artaxerxes,,,,,ER,negativ,12623,CATMA_2BE43D3A-71AD-4EFF-836D-6B660976BF4C,13,Emotionen des Leids,negativ,12558,Mitleid,"hr habt lang genug Leid getragen, nunmehr müßet ihr euch trösten.","['hr', 'habt', 'lang', 'genug', 'Leid', 'getragen', ',', 'nunmehr', 'müßet', 'ihr', 'euch', 'trösten', '.']",
70,orontes,,,,,ER,negativ,12704,CATMA_F43EE7DE-329F-497B-8DE4-85C54711873C,9,Emotionen der Angst,negativ,12674,Verzweiflung,"Ach Doris, Doris, wo bist du?
","['Ach', 'Doris', ',', 'Doris', ',', 'wo', 'bist', 'du', '?']",
71,,,,,,ER,positiv,12747,CATMA_3B0EE655-1DD0-496D-96A1-5DA9FD3FECA7,7,Emotionen der Zuneigung,positiv,12712,Liebe,"Hier bin ich mein eintziger Trost.
","['Hier', 'bin', 'ich', 'mein', 'eintziger', 'Trost', '.']",
72,arsetes,,doris,,,ER,negativ,12772,CATMA_4C235739-FA1F-481F-99A5-D9CD88E62A08,4,Emotionen der Ablehnung,negativ,12757,Ärger,"Eÿ, schweiget.
","['Eÿ', ',', 'schweiget', '.']",
73,,,,,,ER,negativ,12934,CATMA_FDD95434-8DD9-42EC-B9A8-C5C45ECD9897,12,Emotionen der Angst,negativ,12879,Verzweiflung,"Wenn ich sie finden thäte, wie gerne wolt ich sterben.
","['Wenn', 'ich', 'sie', 'finden', 'thäte', ',', 'wie', 'gerne', 'wolt', 'ich', 'sterben', '.']",
74,,,orontes,,,ER,negativ,12989,CATMA_8E2E8CB3-8286-4F75-8D1B-1DE61953FDB5,11,Emotionen der Angst,negativ,12942,Angst,"Um des Himmels willen, Arsetes, laßet mich hin.","['Um', 'des', 'Himmels', 'willen', ',', 'Arsetes', ',', 'laßet', 'mich', 'hin', '.']",
75,arsetes,,,,,ER,negativ,13045,CATMA_8BAF852B-8F2D-45C5-BA83-912F343DBAE3,9,Emotionen der Ablehnung,negativ,13000,Ärger,"Schweiget doch, wan ihr nicht thöricht seÿd.
","['Schweiget', 'doch', ',', 'wan', 'ihr', 'nicht', 'thöricht', 'seÿd', '.']",
76,orontes,,,,,ER,negativ,13239,CATMA_7997FEF4-5664-4A40-B996-FDE57FE0FC88,26,Emotionen der Angst,negativ,13107,Verzweiflung,"Sehet ihr sie nicht Artaxerxes, dort fernen, da so ein helles Licht scheinet? Habt ihr nicht gehöret das süße Gethöne ihrer Lippen?
","['Sehet', 'ihr', 'sie', 'nicht', 'Artaxerxes', ',', 'dort', 'fernen', ',', 'da', 'so', 'ein', 'helles', 'Licht', 'scheinet', '?', 'Habt', 'ihr', 'nicht', 'gehöret', 'das', 'süße', 'Gethöne', 'ihrer', 'Lippen', '?']",
77,,,,,,ER,negativ,13340,CATMA_6B4E30DC-2069-4B1B-978B-08B215F6C98D,9,Emotionen der Angst,negativ,13298,Verzweiflung,"Höret ihr Sie nicht, über Orontes klagen?
","['Höret', 'ihr', 'Sie', 'nicht', ',', 'über', 'Orontes', 'klagen', '?']",
78,,,,,,ER,negativ,13463,CATMA_FC489B3A-492A-4B4B-BB71-B1C6A38069BF,13,Emotionen der Angst,negativ,13403,Verzweiflung,"ch höre sie gar wohl reden, und seh ihr schönes Angesicht.

","['ch', 'höre', 'sie', 'gar', 'wohl', 'reden', ',', 'und', 'seh', 'ihr', 'schönes', 'Angesicht', '.']",
79,orontes,,doris,,,ER,positiv,13462,CATMA_37E7A706-EC43-4198-9D0A-E5299D6B3E1C,6,Emotionen der Zuneigung,positiv,13431,Liebe,"und seh ihr schönes Angesicht.
","['und', 'seh', 'ihr', 'schönes', 'Angesicht', '.']",
80,,artaxerxes,,,,ER,negativ,13729,CATMA_8E6E3AFD-CB03-4E91-BEDD-754022ED8124,30,Emotionen der Angst,negativ,13544,Verzweiflung," euer Schmertz Orontes verspottet eure Sinnen, an statt der Doris läßet er euch seltsamme Stimmen hören, und stellet euch gleich einen Schlafend Krancken vielerleÿ Gestalten vor Augen.
","['euer', 'Schmertz', 'Orontes', 'verspottet', 'eure', 'Sinnen', ',', 'an', 'statt', 'der', 'Doris', 'läßet', 'er', 'euch', 'seltsamme', 'Stimmen', 'hören', ',', 'und', 'stellet', 'euch', 'gleich', 'einen', 'Schlafend', 'Krancken', 'vielerleÿ', 'Gestalten', 'vor', 'Augen', '.']",
81,,,,,,ER,negativ,13779,CATMA_9D92A6BD-6334-4C16-8E96-7D3CD2BD6633,9,Emotionen der Angst,negativ,13740,Verzweiflung,"ch bin leÿder kranck, mehr als zuviel.
","['ch', 'bin', 'leÿder', 'kranck', ',', 'mehr', 'als', 'zuviel', '.']",
82,,,,,,ER,negativ,14035,CATMA_A467BA44-41D1-4B01-81F1-A4D98104780A,9,Emotionen der Angst,negativ,14002,Verzweiflung,"O ihr Götter, ich bin außer mir!
","['O', 'ihr', 'Götter', ',', 'ich', 'bin', 'außer', 'mir', '!']",
83,,,,,,ER,negativ,14109,CATMA_022A09F1-6605-4C81-9CEA-A9332AA04C3D,6,Emotionen der Angst,negativ,14088,Verzweiflung,"Ach! ich kan nicht.

","['Ach', '!', 'ich', 'kan', 'nicht', '.']",
84,,,,,,ER,negativ,14183,CATMA_D309502D-9276-42FE-A4CA-8D37F93A0647,6,Emotionen der Angst,negativ,14149,Verzweiflung,"Die Könige sind auch gebrechlich.
","['Die', 'Könige', 'sind', 'auch', 'gebrechlich', '.']",
85,,,,,,ER,negativ,14294,CATMA_CCFDADB5-3929-4865-9A0B-1798761B98AE,6,Emotionen der Angst,negativ,14266,Verzweiflung,"Wer soll mir Rath schaffen?
","['Wer', 'soll', 'mir', 'Rath', 'schaffen', '?']",
86,orontes,,,,,ER,negativ,14343,CATMA_55F6FE1F-9369-4FFE-A921-12D250894D35,3,Emotionen der Angst,negativ,14332,Verzweiflung,"Wann aber!
","['Wann', 'aber', '!']",
87,,,,,,ER,negativ,14459,CATMA_20B494A5-24C9-47F2-8301-731BCCECB822,4,Emotionen der Angst,negativ,14443,Verzweiflung,"ch muß sterben.
","['ch', 'muß', 'sterben', '.']",
88,,,,,,ER,Emotionale Bewegtheit,14597,CATMA_52EF0393-9106-4EC4-85CB-CD0EE5C63584,17,Emotionale Bewegtheit,Emotionale Bewegtheit,14500,Emotionale Bewegtheit,"Die Gemüths Bewegungen streiten in mir; aber ich befinde noch nicht welcher Theil obsiegen wird.
","['Die', 'Gemüths', 'Bewegungen', 'streiten', 'in', 'mir', ';', 'aber', 'ich', 'befinde', 'noch', 'nicht', 'welcher', 'Theil', 'obsiegen', 'wird', '.']",
89,artaxerxes,,,,,ER,positiv,14834,CATMA_EB7D0D27-7BAC-42C8-9B38-A5AF272B69B9,21,Emotionen der Zuneigung,positiv,14728,Verehrung,"Ihr seÿd ein König; ihr seÿd gewaltig, und ein großer Beherrscher, aber herrschet auch über euch selbsten,","['Ihr', 'seÿd', 'ein', 'König', ';', 'ihr', 'seÿd', 'gewaltig', ',', 'und', 'ein', 'großer', 'Beherrscher', ',', 'aber', 'herrschet', 'auch', 'über', 'euch', 'selbsten', ',']",
90,orontes,,,,,ER,negativ,15002,CATMA_DD9B8D52-775A-4C72-B05E-F659636E32BC,9,Emotionen der Angst,negativ,14974,Verzweiflung,"Ach! Doris, Doris, wo bistu?","['Ach', '!', 'Doris', ',', 'Doris', ',', 'wo', 'bistu', '?']",
91,,,,,,ER,negativ,15253,CATMA_CCAE7DB2-B905-4678-9028-F4AC27F27EAA,36,Emotionen der Angst,negativ,15074,Verzweiflung,"Daß man sich muß selbst verliehren,
Wann uns seine Fackel rührt.
Warum trägt er nicht Erbarmen?
Warum giebt er mir nicht zu?
Daß ich in Orontes Armen
Meinen letzten Seuffzer thu?
","['Daß', 'man', 'sich', 'muß', 'selbst', 'verliehren', ',', 'Wann', 'uns', 'seine', 'Fackel', 'rührt', '.', 'Warum', 'trägt', 'er', 'nicht', 'Erbarmen', '?', 'Warum', 'giebt', 'er', 'mir', 'nicht', 'zu', '?', 'Daß', 'ich', 'in', 'Orontes', 'Armen', 'Meinen', 'letzten', 'Seuffzer', 'thu', '?']",
92,,,,,,ER,Emotionale Bewegtheit,15314,CATMA_63BEF317-3C24-4AC8-A6AF-C8E01FE06715,11,Emotionale Bewegtheit,Emotionale Bewegtheit,15253,Emotionale Bewegtheit,"Will Fortuna mich verterben,
Durch den strengen Liebes Zwang?","['Will', 'Fortuna', 'mich', 'verterben', ',', 'Durch', 'den', 'strengen', 'Liebes', 'Zwang', '?']",
93,,,,,,ER,negativ,15571,CATMA_E5D25D47-F3BF-4310-9C70-E7830BDB842F_0,38,Emotionen der Ablehnung,negativ,15373,Abscheu,"Hat der Himmel mich erschaffen,
Nur zu einen Unglücks Ziehl
Will nicht ruhen mich zu straffen,
Schickt mir großen Jammers viel,
Will mich nur mit Trübsall speisen,
Die mein Hertze plagt und drückt,
","['Hat', 'der', 'Himmel', 'mich', 'erschaffen', ',', 'Nur', 'zu', 'einen', 'Unglücks', 'Ziehl', 'Will', 'nicht', 'ruhen', 'mich', 'zu', 'straffen', ',', 'Schickt', 'mir', 'großen', 'Jammers', 'viel', ',', 'Will', 'mich', 'nur', 'mit', 'Trübsall', 'speisen', ',', 'Die', 'mein', 'Hertze', 'plagt', 'und', 'drückt', ',']",
94,,,,,,ER,negativ,15755,CATMA_E5D25D47-F3BF-4310-9C70-E7830BDB842F_1,13,Emotionen der Ablehnung,negativ,15692,Abscheu,"Laß die Welt in Freuden schweben
Nur mein Grab mir zu gericht.
","['Laß', 'die', 'Welt', 'in', 'Freuden', 'schweben', 'Nur', 'mein', 'Grab', 'mir', 'zu', 'gericht', '.']",
95,,,,,,ER,negativ,15755,CATMA_02225D74-23F7-4029-864E-76B2DEDE3630,38,Emotionen der Angst,negativ,15571,Verzweiflung,"So will ich ihm höchlich Preißen,
Wann er nur mein Ende schickt.
Andre mögen lachend leben,
Diese Lust begehr ich nicht,
Laß die Welt in Freuden schweben
Nur mein Grab mir zu gericht.
","['So', 'will', 'ich', 'ihm', 'höchlich', 'Preißen', ',', 'Wann', 'er', 'nur', 'mein', 'Ende', 'schickt', '.', 'Andre', 'mögen', 'lachend', 'leben', ',', 'Diese', 'Lust', 'begehr', 'ich', 'nicht', ',', 'Laß', 'die', 'Welt', 'in', 'Freuden', 'schweben', 'Nur', 'mein', 'Grab', 'mir', 'zu', 'gericht', '.']",
