,start,end,id,tag_type_id,tag_type_speech,catma_markupauthor,catma_markuptimestamp,catma_displaycolor,path,text,base_polarity,main_emotion_class,tag_type,Drama
175,14312,14356,CATMA_95CE5FD8-5B60-410F-B1A1-38C61C24FBB1,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.297+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Desto besser! Hoffnung ist des Lebens Amme.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
176,14370,14417,CATMA_9B87BC72-ED58-4393-B54C-F480B444F1C7,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.297+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Die größte Betrügerin auf dem weiten Erdboden.
",negativ,Emotionen der Ablehnung,Abscheu,Menschenhass_Kotzebue
178,14491,14551,CATMA_05BABE47-8859-484B-B12A-10DE8340A5BD,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.297+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Glück zu, Alter! Du bist, wie ich sehe, dem Tode entronnen.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
179,14559,14680,CATMA_0A7CE9BA-A154-4564-8A73-5C5C9ED61CE6,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.297+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Für dieses Mal, ja. Gott und die Hülfe jener braven Frau haben mir auf ein paar Jahre
              das Leben gefristet.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
181,14794,14923,CATMA_08C7BB4B-E76E-44EA-9A05-44D6C4C19BDB,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.298+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Nahe an die siebzig. Habe auch wohl nicht viel Freude mehr zu hoffen. – Je nun, es
              gibt ja noch ein anderes Leben!
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
182,14931,15089,CATMA_BB467BC9-EB4B-4894-B419-5F969D0156B8,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.298+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Du solltest mit dem Schicksal zürnen, das dich, so nahe dem Grabe, wieder in die Welt
              zurückwirft. Für den Unglücklichen ist der Tod kein Übel.
",negativ,Emotionen des Leids,Mitleid,Menschenhass_Kotzebue
183,15097,15392,CATMA_A799FF3A-90D2-4AC5-B799-B750217098D5,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.298+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Bin ich denn so unglücklich? Genieß ich nicht diesen schönen Morgen? Bin ich nicht
              wieder gesund? – Glaubt mir, Herr, ein Geneseter, der zum ersten Male wieder in die
              freie Luft tritt, ist in diesem Augenblick das glücklichste Geschöpf unter der
              Sonne.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
184,15400,15463,CATMA_FC5CB023-8CA8-4B95-86E0-A8E0F32199F3,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.298+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Ein Glück, an welches sich der Mensch nur allzuleicht gewöhnt.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
185,15471,16873,CATMA_DA6D378D-4996-4FE8-8218-0508C151B2BA,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.298+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Freilich wohl. Doch weniger im Alter. Da wird man haushälterisch mit der Gesundheit.
              Man stürzt den Wein nicht mehr hinunter, schlurft die letzten Tropfen. Und so  ists auch mit der Freude. Ich habe freilich viel in der Welt gelitten und
              leide noch, aber ich würde darum doch nicht gerne sterben. Als mir vor vierzig Jahren
              mein Vater diese Hütte hinterließ, da war ich ein junger rascher Kerl, nahm ein gutes
              flinkes Weib; Gott segnete meine Wirtschaft reichlich, und mein Ehebette mit fünf
              Kindern. Das dauerte so neun Jahr oder zehn. Ein paar von meinen Kindern starben; ich
              verschmerzte das; es kam die große Hungersnot; mein Weib half sie mir ehrlich tragen.
              Aber vier Jahre darauf nahm Gott sie zu sich, und auch von meinen fünf Kindern blieb
              mir bald nachher nur ein einziger Sohn. Das war Schlag auf Schlag. Ich konnte mich
              lange nicht erholen. Zeit und Gottesfurcht taten endlich das Ihrige. Ich gewann das
              Leben wieder lieb. Mein Sohn wuchs heran und half mir arbeiten. Nun hat mir der Fürst
              auch diesen einzigen Sohn weggenommen und ihm eine Muskete zu tragen gegeben. Das ist
              freilich hart. Arbeiten kann ich nicht mehr; ich bin alt und schwach. Wäre Madam
              Müller nicht gewesen, ich hätte verhungern müssen.
",negativ,Emotionen des Leids,Leid,Menschenhass_Kotzebue
187,16932,17055,CATMA_E93307FC-A465-45D1-9F7F-73A9DE1F3322,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.298+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Warum nicht? Solange noch etwas in der Welt ist, das an meinem Herzen hängt. Hab' ich
              denn nicht einen Sohn?
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
191,17185,17711,CATMA_18136DA1-01F4-4556-BBAE-F0D893F80E27,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.298+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Ach warum nicht gar! Und wenn auch; solange ich dessen nicht gewiß bin, solange lebt
              er in meinen Gedanken, und das erhält mir mein eigenes Leben. Ja, Herr, selbst wenn
              mein Sohn tot wäre, so würd' ich darum doch nicht gern sterben. Denn hier ist noch
              eine Hütte, in der ich geboren und erzogen bin; hier ist noch eine alte Linde, die mit
              mir aufwuchs, und – fast schäm' ich mich, es zu bekennen: ich hab' auch noch einen
              alten treuen Hund, den ich liebe.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
192,17719,17731,CATMA_3B4813B9-1FCF-4F0A-A81D-34F02CA3153C,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.298+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Einen Hund?
",positiv,Emotionen der Freude,Schadenfreude,Menschenhass_Kotzebue
193,17739,18119,CATMA_F7157397-4A19-4C14-9AB5-76363BF2FFF6,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.298+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Ja, einen Hund. Lach' Er, wie Er will! Madam Müller, die herzensgute Frau, war selbst
              einmal in meiner Hütte. Der alte Fidel knurrte, als sie kam. »Warum schafft Er den
              garstigen großen Hund nicht ab? fragte sie mich; Er hat ja kaum Brot für sich.« Lieber
              Gott! gab ich ihr zur Antwort: wenn ich ihn abschaffe, wer wird mich dann lieben?
",positiv,Emotionen der Zuneigung,Liebe,Menschenhass_Kotzebue
202,18470,18595,CATMA_79C8F27E-A4A6-415B-8A2C-DECE9E3D6F81,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.298+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Ach! die gute, englische Seele hat mir so viel gegeben, daß ich dem kommenden Winter
              ruhig entgegensehen darf.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
208,18902,19054,CATMA_F684B507-6D1D-4CCE-93FC-02BB6F6E0B3B,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.298+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Was war das? Er öffnet den Beutel und findet ihn voller Goldstücke.

              Ach Gott! Er zieht die Mütze ab, kniet nieder und dankt im stillen.

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Menschenhass_Kotzebue
210,18995,19053,CATMA_18863E01-EDBF-40A7-A9C5-3C1BE8105DCC,CATMA_C33F0973-8A90-4B18-A1AE-071515715DE3,stage,thomasSchmidt,2020-11-24T11:01:33.298+0100,-13140244.0,/TEI/text/body/div/div/sp/p/stage,"Er zieht die Mütze ab, kniet nieder und dankt im stillen.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Menschenhass_Kotzebue
212,19100,19114,CATMA_C5032929-705F-4273-8978-BBD420FA4436,CATMA_C33F0973-8A90-4B18-A1AE-071515715DE3,stage,thomasSchmidt,2020-11-24T11:01:33.298+0100,-13140244.0,/TEI/text/body/div/div/sp/stage,"ihm entgegen.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
213,19114,19264,CATMA_D77C6FB5-09BF-47FD-8FA3-EA1A27C14FBA,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.298+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Nun, sieht Er wohl, Herr? Vertrauen auf Gott läßt nicht zuschanden werden. Ihm
                den Beutel hinhaltend.
 Hier ist Gottes reicher Segen.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
214,19189,19232,CATMA_AC3B1365-11A3-4001-87EB-558B2B7B9E47,CATMA_C33F0973-8A90-4B18-A1AE-071515715DE3,stage,thomasSchmidt,2020-11-24T11:01:33.298+0100,-13140244.0,/TEI/text/body/div/div/sp/p/stage,"Ihm
                den Beutel hinhaltend.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
216,19309,19362,CATMA_15A1D213-1AFB-4142-A166-5073AAE8679D,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.298+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Sein braver Herr, dem der Himmel dafür lohnen wolle.
",positiv,Emotionen der Zuneigung,Verehrung,Menschenhass_Kotzebue
217,19370,19506,CATMA_4F5F08E3-7F66-4FF7-A95E-BC96267ADABF,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.298+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Amen! – Der sonderbare Mann! Also deswegen mußt' ich das Buch hineintragen? Er wollte
              keinen Zeugen seiner Wohltätigkeit.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
220,19664,20690,CATMA_EED50DD1-493F-4764-8C0F-698D1D40E115,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.299+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Nun, Herr, nun will ich gehn, so schnell mich die alten Füße tragen wollen. Ach! ein
              süßer Gang! – ich gehe meinen Hans loszukaufen. Wie wird der gute Junge sich freuen! –
              Er hat auch ein Mädchen unten im Dorfe, eine brave Dirne. – Welche Freude! welche
              Freude! – Gott, wie gütig bist du! Jahrelange Leiden vermögen die Rückerinnerung  an ehemalige Freuden nicht auszulöschen, aber ein einziger froher
              Augenblick tilgt jahrelange Leiden aus unserm Gedächtnis. – Ich gehe; beschreib' Er
              seinem Herrn meine Freude; das wird ihm lieber sein, als mein Dank. – Im
                Gehen.
 Ach! warum kann ich nicht laufen? warum nicht fliegen? – Er
                steht plötzlich stille.
 Halt! das war unrecht. Mein alter Gesellschafter muß
              mit mir gehen. Er hat mit mir gehungert und gewinselt; er soll sich auch mit mir
              freuen. Er und mein Sohn sind alte gute Freunde. O wie wird der gute Fidel vor uns
              herspringen!
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
221,20290,20316,CATMA_F4544400-7603-4D3F-AD97-FABF473030DD,CATMA_C33F0973-8A90-4B18-A1AE-071515715DE3,stage,thomasSchmidt,2020-11-24T11:01:33.298+0100,-13140244.0,/TEI/text/body/div/div/sp/p/stage,"Im
                Gehen.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
222,20374,20417,CATMA_43AE772C-74DC-4AF0-A1A8-1A723F715830,CATMA_C33F0973-8A90-4B18-A1AE-071515715DE3,stage,thomasSchmidt,2020-11-24T11:01:33.298+0100,-13140244.0,/TEI/text/body/div/div/sp/p/stage,"Er
                steht plötzlich stille.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
224,20719,20735,CATMA_0C97BC8B-A34B-4022-AD50-BAB28C6802CD,CATMA_C33F0973-8A90-4B18-A1AE-071515715DE3,stage,thomasSchmidt,2020-11-24T11:01:33.299+0100,-13140244.0,/TEI/text/body/div/div/sp/stage,"ihm nachsehend.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
225,20735,20878,CATMA_92956930-ACD4-45B8-ACDB-7C879C26359D,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.299+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Warum bin ich nicht reich? oder ein Fürst? Augenblicke, wie diese, sind es, in
              welchen ich Fürstenreichtum beneide. Er geht ab.

",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
228,20926,20967,CATMA_A1E1DCB2-22F1-4071-A686-DB856EF45AD4,CATMA_C33F0973-8A90-4B18-A1AE-071515715DE3,stage,thomasSchmidt,2020-11-24T11:01:33.299+0100,-13140244.0,/TEI/text/body/div/div/sp/stage,"tritt auf, mit einem Briefe in der Hand.
",negativ,Emotionen des Leids,Leid,Menschenhass_Kotzebue
229,20967,23423,CATMA_59800116-CAC8-4B87-BD18-4A9B1CA5B179,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.299+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Das ist mir nicht lieb. Ich hatte mich so gewöhnt an die stille Einsamkeit. Ruhe
              wohnt freilich nicht immer in der Brust des Einsamen, denn ach! du nimmst dein
              Gewissen mit in Klöster und Wüsteneien! Aber ich konnte doch weinen, wenn mir der
              Kummer das Herz nagte, und niemand sah mein rotgeweintes Auge, und niemand fragte:
              warum haben Sie geweint? Ich konnte durch Tal und Flur umherschweifen und niemand sah,
              daß mein Gewissen mich jagte. – Nun werden sie mir auf den Hals kommen, werden mich in
              ihre Gesellschaften ziehen; da werd' ich reden und lachen sollen, an schönen Tagen mit
              ihnen spazierengehn, und bei Regenwetter wohl gar Karte spielen. – Nimmt man einmal
              ein Buch in die Hand, so heißt's gleich: was lesen Sie da? erzählen Sie doch! was
              steht in dem Buche? oder: werfen Sie das einfältige Buch auf die Seite! wer wird immer
              lesen? – Ach! ich wollte, sie wären in der Stadt geblieben, auf ihren Bällen und
              Clubs, auf ihren Assembleen und Promenaden, und hätten sich da begafft und verleumdet,
              und betrogen und verführt. – Und heute schon! – In den Brief sehend.

              ach! das ist mir gar nicht lieb! und ich kann nicht recht klug aus dem Briefe werden,
              ob die Reise aufs Land nur so eine Grille war, Laune eines Augenblicks, oder Plan auf
                längere Dauer. Fast befürcht' ich das letztere: und dann – gute Nacht,
              Einsamkeit, die du so oft mit deinem magischen Stabe Ruhe in dieses Herz
              zurückbrachtest! Gute Nacht, Lektüre! Schales Plaudern wird dich verdrängen. Hier, wo
              die Morgensonne sich nur in meiner Träne spiegelte, hier wird Jagdgetöse und
              Hundegeheul sie begrüßen. – Ach! alles wollt ich gern ertragen; aber wenn nun die edle
              Gräfin mir Beweise ihrer Zuneigung, wohl gar ihrer Hochachtung gibt, und ich alle
              Augenblicke fühlen muß, daß ich das nicht verdiene – o wie wird dann mein Gewissen
              mich peinigen! – Oder – ich bebe vor dem Gedanken! – wenn dieses Schloß nun ein
              Tummelplatz von Gesellschaften würde, unter welche das Ohngefähr wohl gar einige
              meiner ehemaligen Bekannten mischte! – ach! wie elend ist man, wenn auch nur zwei
              Augen in der Welt sind, deren Blick man scheuen muß.
",negativ,Emotionen des Leids,Leid,Menschenhass_Kotzebue
230,22190,22211,CATMA_158C3CDF-6EE1-49F8-BA44-AB12EBA46652,CATMA_C33F0973-8A90-4B18-A1AE-071515715DE3,stage,thomasSchmidt,2020-11-24T11:01:33.299+0100,-13140244.0,/TEI/text/body/div/div/sp/p/stage,"In den Brief sehend.
",negativ,Emotionen des Leids,Leid,Menschenhass_Kotzebue
237,23888,23901,CATMA_D84776A9-5300-4A05-AC59-482E25918C32,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.299+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Allerliebst!
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
238,23909,23991,CATMA_D1DF121A-E470-4750-BFC0-180E93A3827D,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.299+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Und den Musje Franz, hi! hi! hi! den ließ ich auch mit einer langen Nase abziehn.
",positiv,Emotionen der Freude,Schadenfreude,Menschenhass_Kotzebue
241,24151,24351,CATMA_DD3D4CF7-3DA1-445D-9D9C-A1038543CFA5,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.299+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Gott sei Dank! – Für sich.
 Bin ich nicht ein Kind? ich freue mich, wie
              ein Mensch, der Hunderttausende schuldig ist, und dem es endlich gelang – einen Taler
              abzubezahlen.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
242,24168,24178,CATMA_C04EC92C-161B-4810-826F-5BF695D3C9CE,CATMA_C33F0973-8A90-4B18-A1AE-071515715DE3,stage,thomasSchmidt,2020-11-24T11:01:33.299+0100,-13140244.0,/TEI/text/body/div/div/sp/p/stage,"Für sich.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
243,24359,24495,CATMA_6EE86491-BDB9-4584-A7F0-84488B1A0792,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.299+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Er sagte, das alles hätt' er Ihnen zu danken; er  wollte noch vor dem
              Essen selbst heraufkriechen und Ihre Knie umfassen.
",positiv,Emotionen der Zuneigung,Verehrung,Menschenhass_Kotzebue
245,24568,24677,CATMA_D9E79F7E-1F30-4833-AB48-0EA13D1DA969,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.299+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"I herrje! hundert für einen. Wenn Sie mir nur auch erlauben wollen, Sie recht lange
              anzusehen.
",positiv,Emotionen der Zuneigung,Verehrung,Menschenhass_Kotzebue
246,24687,24904,CATMA_BBD6FE37-FA36-4BAF-A3E1-5D0C408B1599,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.299+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Herzlich gern. Geben Sie Achtung, wenn der alte Tobies kommt, und lassen Sie ihn
              nicht herauf. Sagen Sie ihm, ich hätte keine Zeit, ich wäre krank, ich schliefe, oder
              was Sie sonst wollen.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
248,24997,25106,CATMA_2183779B-CE69-49A4-AC2F-4D2E0E05C110,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.299+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Ei bewahre Gott! Sie müssen ihm kein Leid zufügen, hören Sie? den alten Mann ja nicht
              kränken.
",negativ,Emotionen der Angst,Angst,Menschenhass_Kotzebue
251,25332,25631,CATMA_447CF202-B038-4B25-B0BD-8760494E21B6,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.299+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Guten Morgen, guten Morgen, meine liebe scharmante Madam Müller; ich freue mich recht
              herzlich, Sie wohl zu sehen. Hochdieselben haben mich rufen lassen. Vermutlich etwas
              Neues aus der Residenz? – Ja, ja, es gehn wichtige Dinge vor; ich habe auch Briefe.
              –
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
252,25640,25650,CATMA_7A0C26BC-E0A0-4125-BC82-1B9C5318C184,CATMA_C33F0973-8A90-4B18-A1AE-071515715DE3,stage,thomasSchmidt,2020-11-24T11:01:33.299+0100,-13140244.0,/TEI/text/body/div/div/sp/stage,"lächelnd.
",positiv,Emotionen der Freude,Freude,Menschenhass_Kotzebue
257,25927,26284,CATMA_4A048164-1D7B-40C5-8A1E-855C44964F46,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.299+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Hier im Hause? Nichts von Bedeutung. Wir wollten heute ein paar Tonnen Gerste
              aussäen; aber die Witterung ist mir zu trocken. Ich hatte gestern Briefe aus
              Siebenbürgen; auch da mangelt der liebe Regen. Die allgemeine Klage durch ganz Europa!
              Doch ein Pläsierchen können Sie sich heute machen, wir haben Schafschur.
",negativ,Emotionen des Leids,Leid,Menschenhass_Kotzebue
259,26403,26420,CATMA_93C38A5B-701D-4E95-9F17-D753015A914C,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.299+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Schweig, Tölpel!
",negativ,Emotionen der Ablehnung,Ärger,Menschenhass_Kotzebue
260,26428,26480,CATMA_CCFFBF23-2324-480D-8473-F73E769D1FFB,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.299+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Nun da haben wir's! ich darf das Maul nicht auftun.
",negativ,Emotionen der Ablehnung,Ärger,Menschenhass_Kotzebue
261,26480,26525,CATMA_A81D0361-264D-4793-81A7-1B4FCC4864D7,CATMA_C33F0973-8A90-4B18-A1AE-071515715DE3,stage,thomasSchmidt,2020-11-24T11:01:33.299+0100,-13140244.0,/TEI/text/body/div/div/sp/stage,"Er setzt seinen Hut auf und geht maulend ab.
",negativ,Emotionen der Ablehnung,Ärger,Menschenhass_Kotzebue
263,26581,26591,CATMA_05306CCB-0DCC-461E-8F6F-1C3FC5E6415E,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.299+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Wie? Was?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Menschenhass_Kotzebue
265,26682,26694,CATMA_99FDB13F-2D95-44EA-AC59-25543C975719,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.299+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Spaß apart?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Menschenhass_Kotzebue
267,26787,27062,CATMA_3444AD34-D706-42B6-A720-080BFA4C8BC8,CATMA_2F13B718-0201-415A-B469-D514A9B4D00B,p,thomasSchmidt,2020-11-24T11:01:33.300+0100,-7938492.0,/TEI/text/body/div/div/sp/p,"Peter! – Du lieber Gott! Seine Hochgeborne Exzellenz, der Herr Graf, in eigener hoher
              Person – Peter! – und die gnädige Frau Gräfin – und seine Hochwohlgebornen Gnaden, der
              Herr Major – und hier ist nichts in der gehörigen Ordnung – Peter! Peter!
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Menschenhass_Kotzebue
