 ,file,author,title0,title1,title2,date,date_written,date_print,date_premiere,when_0_textgrid,when_1_textgrid,notAfter_0_textgrid,notBefore_0_textgrid,notAfter_1_textgrid,notBefore_1_textgrid,genretitle,genre classification,subgenre,Entstehung,Erstdruck,Sortierdatum,Uraufaufführung,UAOrt,UABühne,UATruppe,Dramatis_Personae,act_count,scene_count,l_count,lg_count,p_count
53,GerDracor/grillparzer-medea.xml,"Grillparzer, Franz",Medea,Trauerspiel in fünf Aufzügen,"Franz Grillparzer: Sämtliche Werke. Ausgewählte Briefe, Gespräche, Berichte.
 Herausgegeben von Peter Frank und Karl Pörnbacher, München: Hanser,
 [1960–1965].",1821,,1822,1821,,,,,,,Trauerspiel,T,,,1822,1822,,,,,,,,,,
246,GerDracor/kotzebue-menschenhass-und-reue.xml,"Kotzebue, August von",Menschenhaß und Reue,Schauspiel in fünf Aufzügen,"August von Kotzebue: Schauspiele. Mit einer Einführung von Benno von Wiese.
 Herausgegeben und kommentiert von Jürg Mathes, Frankfurt a.M.: Athenäum, 1972.",1788,,1790,1788,,,,,,,Schauspiel,K,,1787,1790,1790,03.06.1789,Berlin,,,yes,5,51,0,0,1117
70,GerDracor/lessing-minna-von-barnhelm.xml,"Lessing, Gotthold Ephraim",Minna von Barnhelm oder das Soldatenglück,Ein Lustspiel in fünf Aufzügen,"Gotthold Ephraim Lessing: Werke. Herausgegeben von Herbert G. Göpfert in
 Zusammenarbeit mit Karl Eibl, Helmut Göbel, Karl S. Guthke, Gerd Hillen, Albert von
 Schirmding und Jörg Schönert, Band 1–8, München: Hanser, 1970 ff.",1767,,1767,1767,,,,,,,Lustspiel,K,,1760,1767,1767,30.09.1767,Hamburg,Nationaltheater,,,,,,,
25,GerDracor/lessing-miss-sara-sampson.xml,"Lessing, Gotthold Ephraim",Miß Sara Sampson,Ein Trauerspiel in fünf Aufzügen,"Gotthold Ephraim Lessing: Werke. Herausgegeben von Herbert G. Göpfert in
 Zusammenarbeit mit Karl Eibl, Helmut Göbel, Karl S. Guthke, Gerd Hillen, Albert von
 Schirmding und Jörg Schönert, Band 1–8, München: Hanser, 1970 ff.",1755,,1755,1755,,,,,,,Trauerspiel,T,BT,1755,1755,1755,10.07.1755,Frankfurt Oder,,,no,5,44,0,0,690
110,GerDracor/raimund-moisasurs-zauberfluch.xml,"Raimund, Ferdinand",Moisasurs Zauberfluch,Original-Zauberspiel in zwei Aufzügen,"Ferdinand Raimund: Sämtliche Werke. Herausgegeben von Friedrich Schreyvogl,
 München: Winkler, 1960.",1827,1827,1837,1827,,,,,,,Zauberspiel,K,,1827,1837,1827,25.09.1827,Wien,Theater an der Wien,,no,2,22,319,52,459
216,GerDracor/grabbe-napoleon.xml,"Grabbe, Christian Dietrich",Napoleon oder Die hundert Tage,Ein Drama in fünf Aufzügen,"Christian Dietrich Grabbe: Werke und Briefe. Historisch-kritische Gesamtausgabe
 in sechs Bänden. Herausgegeben von der Akademie der Wissenschaften in Göttingen,
 bearb. von Alfred Bergmann, Emsdetten (Westf.): Lechte, 1960–1970.",1895,,1831,1895,,,,,,,Drama,T,,1829/30,1831,1831,12.08.1868,Wien,,,no,5,25,124,20,1851
134,GerDracor/lessing-nathan-der-weise.xml,"Lessing, Gotthold Ephraim",Nathan der Weise,Ein dramatisches Gedicht in fünf Aufzügen,"Gotthold Ephraim Lessing: Werke. Herausgegeben von Herbert G. Göpfert in
 Zusammenarbeit mit Karl Eibl, Helmut Göbel, Karl S. Guthke, Gerd Hillen, Albert von
 Schirmding und Jörg Schönert, Band 1–8, München: Hanser, 1970 ff.",1783,,1779,1783,,,,,,,Dramatisches Gedicht,S,,1778,1779,1779,14.04.1783,Berlin,Döbbelinsche Truppe,,no,5,41,4741,951,0
165,GerDracor/guenderode-nikator.xml,"Günderode, Karoline von",Nikator,Eine dramatische Skizze in drei Akten,"Karoline von Günderode: Gesammelte Werke. Herausgegeben von Leopold Hirschberg.
 Band 1–3, Berlin-Wilmersdorf: Bibliophiler Verlag von O. Goldschmidt-Gabrielli,
 1920–1922.",1805,,1805,,,,,,,,Dramatische Skizze,S,,,1805,1805,,,,,no,3,0,509,104,0
6,GerDracor/bodmer-odoardo-galotti-vater-der-emilia.xml,"Bodmer, Johann Jakob","Odoardo Galotti, Vater der Emilia","Ein Pendant zu Emilia. In einem Aufzuge und Epilogus zur Emilia
 Galotti","Johann Jacob Bodmer: Odoardo Galotti, Vater der Emilia. Augsburg: Johann Jakob
 Mauracher, 1778.",1773,1773,1778,,,,,,,,Parodie,K,,,1776,1776,,,,,no,0,5,6,1,74
,TextGrid/-Orpheus_oder_Die_wunderbare_Bestaendigkeit_der_Liebe.xml,"Praetorius, Johann Philipp",Orpheus oder Die wunderbare Beständigkeit der Liebe,"Georg Philipp Telemann: Die wunderbare Beständigkeit der Liebe oder Orpheus, in einem musikalischen Dramate im Hamburgischen Opernhause, vermittelst eines Concerts, am 9. Mertz 1726, durch Veranstaltung Madame Kayserinn, aufgeführet, [Hamburg]: [Stromer], [1726].",,1696,,,,1726,,1726,1696,,,Libretto,K,,,,1726,09.03.1726,Hamburg,Opernhaus am Gänsemarkt,,yes,3,0,881,154,34
97,GerDracor/meisl-orpheus-und-euridice.xml,"Meisl, Karl",Orpheus und Euridice oder So geht es im Olymp zu!,Eine mythologische Karrikatur in zwey Acten in Knittelreimen,"Carl Meisl: Theatralisches Quodlibet oder sämmtliche dramatische Beyträge für die
 Leopoldstädter Schaubühne. Pesth: Hartlebens Verlag, 1820.",1813,,1813,1813,,,,,,,Drama,K,,,1813,1813,20.02.1813,Wien,Theater in der Leopoldstadt,,,,,,,
149,GerDracor/kotzebue-pagenstreiche.xml,"Kotzebue, August von",Pagenstreiche,Eine Posse in fünf Aufzügen,"August von Kotzebue: Pagenstreiche. Eine Posse in fünf Aufzügen. Neue Auflage.
 Leipzig: Paul Gotthelf Kummer 1820.",1803,,1804,1803,,,,,,,Posse,K,,,1804,1804,,,,,,,,,,
,TextGrid/-Pandaemonium_Germanicum.xml,"Lenz, Jakob Michael Reinhold",Pandämonium Germanicum,"Jakob Michael Reinhold Lenz: Werke und Schriften. Herausgegeben von Britta Titel und Hellmut Haug, Band 1–2, Stuttgart: Goverts, 1965–1966.",,1775,,,,1965,1775,,,,,Skizze,K,,1775,1819,1775,,,,,no,3,9,147,1,98
,TextGrid/-Pandora.xml,"Goethe, Johann Wolfgang",Pandora,"Goethes Werke. Hamburger Ausgabe in 14 Bänden. Textkritisch durchgesehen und mit Anmerkungen versehen von Erich Trunz, Hamburg: Christian Wegener, 1948 ff. [Seitenkonkordanz zu einer Mischauflage aus den Jahren 1959 und 1960.]",,1749,,,,1948,,1832,1749,,,Festspiel,S,,1807-1808,1810,1810,1892,München,,,yes,0,0,1101,132,3
,TextGrid/-Papinianus.xml,"Gryphius, Andreas",Papinianus,"Andreas Gryphius: Großmütiger Rechtsgelehrter oder Sterbender Aemilius Paulus Papinianus. Text der Erstausgabe besorgt von Ilse-Marie Barth, mit einem Nachwort von Werner Keller, Stuttgart: Philipp Reclam jun., 1965 [Universal-Bibliothek Nr. 8935].",,1659,,,,1965,1659,,,,,Trauerspiel,T,,1659,1659,1659,09.02.1660,Breslau,Schultheater des Elisabethanums,,yes,5,0,2637,242,399
374,GerDracor/kleist-penthesilea.xml,"Kleist, Heinrich von",Penthesilea,Ein Lustspiel nach Molière,"Heinrich von Kleist: Werke und Briefe in vier Bänden. Herausgegeben von Siegfried
 Streller in Zusammenarbeit mit Peter Goldammer und Wolfgang Barthel, Anita Golz,
 Rudolf Loch, Berlin und Weimar: Aufbau, 1978.",1876,,1808,1876,,,,,,,Lustspiel,K,,1806/07,1808,1808,1892,München,,,no,0,24,3491,472,0
,TextGrid/-Perseus.xml,"Rist, Johann",Perseus,"Johann Rist: Sämtliche Werke. Herausgegeben von Eberhard Mannack, Berlin und New York: Walter de Gruyter, 1972.",,1607,,,,1972,,1667,1607,,,Tragödie,T,,,1634,1634,1634,Heide,,,yes,3,22,100,0,427
184,GerDracor/birch-pfeiffer-pfeffer-roesel.xml,"Birch-Pfeiffer, Charlotte",Pfeffer-Rösel oder Die Frankfurter Messe im Jahre 1297,Schauspiel in fünf Aufzügen,"Charlotte Birch-Pfeiffer: Pfeffer-Rösel oder Die Frankfurter Messe im Jahr 1297.
 Schauspiel in fünf Aufzügen, Wien: J. B. Wallishausser, 1833.",1829,,1833,1829,,,,,,,Drama,,,,1833,1833,16.09.1829,Wien,,,,,,,,
395,GerDracor/lessing-philotas.xml,"Lessing, Gotthold Ephraim",Philotas,Ein Trauerspiel,"Gotthold Ephraim Lessing: Werke. Herausgegeben von Herbert G. Göpfert in
 Zusammenarbeit mit Karl Eibl, Helmut Göbel, Karl S. Guthke, Gerd Hillen, Albert von
 Schirmding und Jörg Schönert, Band 1–8, München: Hanser, 1970 ff.",1774,,1759,1774,,,,,,,Trauerspiel,T,,1758,1759,1759,,,,,no,0,8,0,0,195
,TextGrid/-Pimpinone_oder_Die_ungleiche_Heirat.xml,"Praetorius, Johann Philipp",Pimpinone oder Die ungleiche Heirat,"Georg Philipp Telemann: Die ungleiche Heirat zwischen Vespetta und Pimpinone, in den dreyen Intermediis auf dem Hamburger Theatro vorgestellt, [Hamburg]: [o. V.], 1725.",,1696,,,,1725,,1725,1696,,,Libretto,K,,,,1725,27.09.1725,Hamburg,Opernhaus am Gänsemarkt,,yes,0,0,420,97,0
85,GerDracor/brentano-ponce-de-leon.xml,"Brentano, Clemens",Ponce de Leon,Lustspiel in fünf Aufzügen,"Clemens Brentano: Werke. Herausgegeben von Friedhelm Kemp, Band 1–4, München:
 Hanser, [1963–1968].",1801,1801,1803,1814,,,,,,,Lustspiel,K,,1801,1804,1804,18.02.1814,Wien,Burgtheater,,no,5,121,248,43,1735
494,GerDracor/kleist-prinz-friedrich-von-homburg.xml,"Kleist, Heinrich von",Prinz Friedrich von Homburg,Ein Schauspiel,"Heinrich von Kleist: Werke und Briefe in vier Bänden. Herausgegeben von Siegfried
 Streller in Zusammenarbeit mit Peter Goldammer und Wolfgang Barthel, Anita Golz,
 Rudolf Loch, Berlin und Weimar: Aufbau, 1978.",1821,,1821,1821,,,,,,,Schauspiel,S,,1809/10,1821,1821,03.10.1821,Wien,,,no,5,36,2118,354,0
433,GerDracor/klinger-prinz-seiden-wurm-der-reformator.xml,"Klinger, Friedrich Maximilian",Prinz Seiden-Wurm der Reformator oder die Kron-Kompetenten,Ein moralisches Drama aus dem fünften Theil des Orpheus,"Friedrich Maximilian Klinger: Dramatische Jugendwerke. In drei Bänden
 herausgegeben von Hans Berendt und Kurt Wolff, Leipzig: Ernst Rowohlt Verlag,
 1913.",1779,1779,1780,,,,,,,,Komödie,K,,1779,1780,1780,,,,,no,5,32,91,11,394
483,GerDracor/tieck-prinz-zerbino.xml,"Tieck, Ludwig",Prinz Zerbino oder die Reise nach dem guten Geschmack,Ein deutsches Lustspiel in sechs Akten,"Ludwig Tieck: Werke in einem Band. Mit einem Nachwort von Richard Alewyn,
 Hamburg: Hoffmann und Campe, 1967.",1797,1797,1799,,,,,,,,Lustspiel,K,,1797,1799,1799,,,,,no,6,50,3148,389,2092
145,GerDracor/kurz-prinzessin-pumphia.xml,"Kurz, Joseph von",Prinzessin Pumphia,Eine Parodie in lächerlichen Versen,"Joseph Kurz: Prinzessin Pumphia. Wien: Verlag von Carl Konegen, 1883 [Wiener
 Neudrucke, Band 2].",1767,,1767,,,,,,,,Parodie,K,,1756,1767,1767,,Wien,,,yes,3,31,1059,212,1
,TextGrid/-Prometheus.xml,"Goethe, Johann Wolfgang",Prometheus,"Goethes Werke. Hamburger Ausgabe in 14 Bänden. Textkritisch durchgesehen und mit Anmerkungen versehen von Erich Trunz, Hamburg: Christian Wegener, 1948 ff. [Seitenkonkordanz zu einer Mischauflage aus den Jahren 1959 und 1960.]",,1773,,,,1948,1773,,,,,Dramatisches Fragment,,,1773,1830,1773,14.04.1774,Berlin,,,no,2,0,414,65,0
188,GerDracor/goethe-proserpina.xml,"Goethe, Johann Wolfgang",Proserpina,Ein Monodrama,"Johann Wolfgang von Goethe: Berliner Ausgabe. Herausgegeben von Siegfried Seidel:
 Poetische Werke [Band 1–16]; Kunsttheoretische Schriften und Übersetzungen [Band
 17–22], Berlin: Aufbau, 1960 ff.",1778,,1778,1778,,,,,,,Monodrama,S,,,1778,1778,30.01.1778,Weimar,,,no,0,1,0,0,9
115,GerDracor/tieck-ritter-blaubart.xml,"Tieck, Ludwig",Ritter Blaubart,Ein Ammenmärchen in vier Akten,"Ludwig Tieck: Werke in einem Band. Mit einem Nachwort von Richard Alewyn,
 Hamburg: Hoffmann und Campe, 1967.",1796,1796,1797,1835,,,,,,,Märchen,T,,1796,1797,1797,1835 (?),Düsseldorf,,,no,4,15,105,18,974
,TextGrid/-Robert_Guiskard__Fragment_.xml,"Kleist, Heinrich von",Robert Guiskard [Fragment],"Heinrich von Kleist: Werke und Briefe in vier Bänden. Herausgegeben von Siegfried Streller in Zusammenarbeit mit Peter Goldammer und Wolfgang Barthel, Anita Golz, Rudolf Loch, Berlin und Weimar: Aufbau, 1978.",,1802,,,,1978,1802,,,,,Trauerspiel,T,,1802-1808,1808,1808,06.04.01,Berlin,,,yes,0,0,565,62,3
177,GerDracor/grillparzer-sappho.xml,"Grillparzer, Franz",Sappho,Trauerspiel in fünf Aufzügen,"Franz Grillparzer: Sämtliche Werke. Ausgewählte Briefe, Gespräche, Berichte.
 Herausgegeben von Peter Frank und Karl Pörnbacher, München: Hanser,
 [1960–1965].",1817,1817,1819,1818,,,,,,,Trauerspiel,T,,1817,1819,1819,21.04.1818,Wien,,,no,5,33,2320,299,0
361,GerDracor/goethe-satyros.xml,"Goethe, Johann Wolfgang",Satyros oder der vergötterte Waldteufel,Drama,"Johann Wolfgang von Goethe: Berliner Ausgabe. Herausgegeben von Siegfried Seidel:
 Poetische Werke [Band 1–16]; Kunsttheoretische Schriften und Übersetzungen [Band
 17–22], Berlin: Aufbau, 1960 ff.",1773,1773,1817,,,,,,,,Drama,S,,1773,1817,1773,,,,,no,5,0,498,80,0
189,GerDracor/grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,"Grabbe, Christian Dietrich","Scherz, Satire, Ironie und tiefere Bedeutung",Ein Lustspiel in drei Aufzügen,"Christian Dietrich Grabbe: Werke und Briefe. Historisch-kritische Gesamtausgabe
 in sechs Bänden. Herausgegeben von der Akademie der Wissenschaften in Göttingen,
 bearb. von Alfred Bergmann, Emsdetten (Westf.): Lechte, 1960–1970.",1822,1822,1827,1876,,,,,,,Lustspiel,K,,1822,1827,1827,07.12.1876,Wien,,,no,3,14,12,6,582
,TextGrid/-Schuldige_Unschuld_oder_Maria_Stuarda.xml,"Haugwitz, August Adolph von",Schuldige Unschuld oder Maria Stuarda,"August Adolf von Haugwitz: Schuldige Unschuld oder Maria Stuarda. Faksimiledruck nach der Ausgabe von 1683, herausgegeben und eingeleitet von Robert R. Heitner, Bern und Frankfurt a.M.: Verlag Herbert Lang & Cie AG, 1974.",,1669,,,,1974,1669,,,,,Trauerspiel,T,,1669,1683,1683,,,,,yes,5,0,1721,167,247
,TextGrid/-Sidea.xml,"Ayrer, Jakob",Sidea,"Jakob Ayrer: Dramen. Herausgegeben von Adalbert von Keller, Stuttgart: Litterarischer Verein, 1865.",,1544,,,,1865,,1605,1544,,,Komödie,K,,,1618,1618,,,,,yes,5,0,1228,190,74
451,GerDracor/fouque-sigurd-der-schlangentoedter.xml,"Fouqué, Friedrich de la Motte","Sigurd, der Schlangentödter",Ein Heldenspiel in sechs Abentheuren,"Friedrich de la Motte Fouqué: Ausgewählte Dramen und Epen. Herausgegeben von
 Christoph F. Lorenz, Hildesheim: Georg Olms AG, 1996 [Nachdruck der Ausgabe
 1810].",1808,,1808,,,,,,,,Heldenspiel,S,,,1808,1808,,,,,,,,,,
155,GerDracor/fouque-sigurds-rache.xml,"Fouqué, Friedrich de la Motte",Sigurds Rache,Ein Heldenspiel in sechs Abentheuren,"Friedrich de la Motte Fouqué: Ausgewählte Dramen und Epen. Herausgegeben von
 Christoph F. Lorenz, Hildesheim: Georg Olms AG, 1996 [Nachdruck der Ausgabe
 1810].",1810,,1810,,,,,,,,Heldenspiel,S,,,1810,1810,,,,,,,,,,
254,GerDracor/klinger-simsone-grisaldo.xml,"Klinger, Friedrich Maximilian",Simsone Grisaldo,Ein Schauspiel in fünf Akten,"Sturm und Drang. Dichtungen und theoretische Texte in zwei Bänden. Ausgewählt und
 mit einem Nachwort versehen von Heinz Nicolai, München: Winkler, 1971",1776,,1776,,,,,,,,Schauspiel,S,,,1776,1776,,,,,no,5,16,10,2,917
,TextGrid/-Somnium_Vitae_Humanae.xml,"Hollonius, Ludovicus",Somnium Vitae Humanae,"Ludwig Hollonius: Somnium Vitae Humanae. Herausgegeben von Dorothea Glodny-Wiercinski, Berlin: Walter de Gruyter & Co., 1970.",,1570,,,,1970,,1621,1570,,,Komödie,K,,,1605,1605,,,,,yes,5,24,1416,252,217
,TextGrid/-Sophia.xml,"Hallmann, Johann Christian",Sophia,"Johann Christian Hallmann: Sämtliche Werke. Herausgegeben von Gerhard Spellerberg, Berlin und New York: Walter de Gruyter, 1975.",,1640,,,,1975,,1716,1640,,,Trauerspiel,T,,,1671,1671,1671,Breslau,,,yes,5,0,2313,312,236
,TextGrid/-Sophonisbe.xml,"Lohenstein, Daniel Casper von",Sophonisbe,"Daniel Casper von Lohenstein: Afrikanische Trauerspiele. Herausgegeben von Klaus Günther Just, Stuttgart: Anton Hiersemann, 1957.",,1665,,,,1957,1665,,,,,Trauerspiel,T,,um 1665,1680,1680,1669,Breslau,Magdalenäum,,yes,5,0,3137,359,918
255,GerDracor/goethe-stella.xml,"Goethe, Johann Wolfgang",Stella,Ein Schauspiel für Liebende,"Goethes Werke. Hamburger Ausgabe in 14 Bänden. Textkritisch durchgesehen und mit
 Anmerkungen versehen von Erich Trunz, Hamburg: Christian Wegener, 1948 ff.
 [Seitenkonkordanz zu einer Mischauflage aus den Jahren 1959 und 1960.]",1775,1775,1776,1776,,,,,,,Schauspiel,S,,1775,1776,1776,08.02.1776,Hamburg,Nationaltheater,,no,5,0,0,0,444
84,GerDracor/beer-struensee.xml,"Beer, Michael",Struensee,Trauerspiel in fünf Aufzügen,"Michael Beer: Sämmtliche Werke. Herausgegeben von Eduard von Schenk, Leipzig:
 F.A. Brockhaus, 1835.",1827,1827,1829,1828,,,,,,,Trauerspiel,T,,1827,1829,1829,27.03.1828,München,Hoftheater,,no,5,65,3779,525,136
108,GerDracor/klinger-sturm-und-drang.xml,"Klinger, Friedrich Maximilian",Sturm und Drang,Ein Schauspiel,"Sturm und Drang. Dichtungen und theoretische Texte in zwei Bänden. Ausgewählt und
 mit einem Nachwort versehen von Heinz Nicolai, München: Winkler, 1971",1776,1776,1777,1777,,,,,,,Schauspiel,S,,,1776,1776,01.04.1777,Leipzig,Seylersche Truppe,,no,5,37,0,0,782
288,GerDracor/kotzebue-sultan-wampum.xml,"Kotzebue, August von","Sultan Wampum, oder: die Wünsche",Ein orientalisches Scherzspiel mit Gesang in drei Aufzügen,"August von Kotzebue: Die Spanier in Peru, oder: Rollas Tod. Ein romantisches
 Trauerspiel in fünf Aufzügen. In: Theater von August von Kotzebue. Vierter Band.
 Leipzig und Wien: Kummer und Klang 1840. S. 3–72.",1791,,1794,1791,,,,,,,Scherzspiel,K,,,1794,1794,,,,,,,,,,
,TextGrid/-Theseus.xml,"Ayrer, Jakob",Theseus,"Jakob Ayrer: Dramen. Herausgegeben von Adalbert von Keller, Stuttgart: Litterarischer Verein, 1865.",,1544,,,,1865,,1605,1544,,,Tragödie,K,,,1618,1618,,,,,yes,8,0,2806,295,180
210,GerDracor/goethe-torquato-tasso.xml,"Goethe, Johann Wolfgang",Torquato Tasso,Ein Schauspiel,"Goethes Werke. Hamburger Ausgabe in 14 Bänden. Textkritisch durchgesehen und mit
 Anmerkungen versehen von Erich Trunz, Hamburg: Christian Wegener, 1948 ff.
 [Seitenkonkordanz zu einer Mischauflage aus den Jahren 1959 und 1960.]",1807,,1790,1807,,,,,,,Schauspiel,S,,1780,1790,1790,16.02.1807,Weimar,Hoftheater,,no,5,24,3476,371,0
,TextGrid/-Tuerckisch-bestraffter_Hochmuth.xml,"Stranitzky, Joseph Anton",Türckisch-bestraffter Hochmuth,"Dichtung aus Österreich. Anthologie in drei Bänden und einem Ergänzungsband, herausgegeben von Prof. Dr. Heinz Kindermann u.a., Wien und München: Österreichischer Bundesverlag für Unterricht, Wissenschaft und Kunst, 1966.",,1699,,,,1966,,1726,1699,,,,,,,,1699,,,,,,,,,,
350,GerDracor/kotzebue-ueble-laune.xml,"Kotzebue, August von",Üble Laune,Ein Schauspiel in vier Akten,"August von Kotzebue: Ueble Laune. Ein Schauspiel in vier Akten. Leipzig: Paul
 Gotthelf Kummer 1799.",1797,,1799,1797,,,,,,,Schauspiel ,S,,,1801,1801,,,,,,,,,,
532,GerDracor/guenderode-udohla.xml,"Günderode, Karoline von",Udohla,Drama in zwei Akten,"Karoline von Günderode: Gesammelte Werke. Herausgegeben von Leopold Hirschberg.
 Band 1–3, Berlin-Wilmersdorf: Bibliophiler Verlag von O. Goldschmidt-Gabrielli,
 1920–1922.",1805,,1805,,,,,,,,Drama,S,,,1805,1805,,,,,no,2,0,742,125,0
471,GerDracor/gerstenberg-ugolino.xml,"Gerstenberg, Heinrich Wilhelm von",Ugolino,Eine Tragödie in fünf Aufzügen,"Sturm und Drang. Dichtungen und theoretische Texte in zwei Bänden. Ausgewählt und
 mit einem Nachwort versehen von Heinz Nicolai, München: Winkler, 1971",1769,,1768,1769,,,,,,,Tragödie,T,,1767,1768,1768,22.06.1769,Berlin,Döbbelinsche Truppe,,no,5,0,28,5,727
401,GerDracor/sessa-unser-verkehr.xml,"Sessa, Karl Borromäus Alexander",Unser Verkehr,Eine Posse in einem Akte,"Unser Verkehr. Eine Posse in einem Akte. Nach der Handschrift des Verfassers.
 Wien: Haas [um 1815].",1813,,1815,1813,,,,,,,Posse,K,,,1810,1810,,,,,,,,,,
283,GerDracor/iffland-verbrechen-aus-ehrsucht.xml,"Iffland, August Wilhelm",Verbrechen aus Ehrsucht,Ein Familiengemälde in fünf Aufzügen,"August Wilhelm Iffland: Theater. Wien: Verlag von Ignaz Klang, 1843.",1784,,1784,1784,,,,,,,Familiengemälde,S,,,1784,1784,1784,Wien,Hoftheater,,no,5,56,0,0,1182
,TextGrid/-Verlibtes_Gespenste_-_Die_gelibte_Dornrose.xml,"Gryphius, Andreas",Verlibtes Gespenste - Die gelibte Dornrose,"Andreas Gryphius: Verliebtes Gespenst, Die geliebte Dornrose. Texte und Materialien zur Interpretation besorgt von Eberhard Mannack, Berlin: Walter de Gruyter & Co., 1963.",,1660,,,,1963,1660,,,,,Gesangspiel / Scherzspiel,K,,1660,1661,1661,10.10.1660,Glogau,,,yes,8,1,1232,151,265
214,GerDracor/ayrenhoff-virginia.xml,"Ayrenhoff, Cornelius von",Virginia oder Das abgeschaffte Decemvirat,Trauerspiel in vier Aufzügen,"Cornelius von Ayrenhoff: Sämmtliche Werke. Neu verbesserte und vermehrte Auflage
 in sechs Bänden, Wien: Anton Pichler, 1802.",1790,,1790,,,,,,,,Trauerspiel,T,,,1790,1790,,,,,,,,,,
416,GerDracor/wagner-voltaire-am-abend-seiner-apotheose.xml,"Wagner, Heinrich Leopold",Voltaire am Abend seiner Apotheose,"Sturm und Drang. Dichtungen und theoretische Texte in zwei Bänden. Ausgewählt und
 mit einem Nachwort versehen von Heinz Nicolai, München: Winkler, 1971",,1778,,1778,,,,,,,,Satire,K,,,1778,1778,,,,,no,0,1,3,0,81
,TextGrid/-Vom_verfolgten_Lateiner.xml,"Weise, Christian",Vom verfolgten Lateiner,"Komödien des Barock. Herausgegeben von Uwe- K. Ketelsen, Reinbek bei Hamburg: Rowohlt, 1970.",,1642,,,,1970,,1708,1642,,,Komödie,K,,,1696,1696,,,,,yes,5,0,529,0,343
,TextGrid/-Von_Vincentio_Ladislao__Versfassung_.xml,Heinrich Julius Herzog von Braunschweig-Lüneburg,Von Vincentio Ladislao [Versfassung],"Herzog Heinrich Julius von Braunschweig: Die Schauspiele. Herausgegeben von Dr. Wilhelm Ludwig Holland, Stuttgart 1855 [Photomechanischer Nachdruck: Amsterdam: Editions Rododpi, 1967 [Bibliothek des Literarischen Vereins in Stuttgart, Band 36].",,1546,,,,1855,,1613,1546,,,Komödie,K,,,1601,1601,,,,,yes,6,28,2230,282,480
,TextGrid/-Von_zweyn_Bruedern_aus_Syracusa.xml,"Ayrer, Jakob",Von zweyn Brüdern aus Syracusa,"Jakob Ayrer: Dramen. Herausgegeben von Adalbert von Keller, Stuttgart: Litterarischer Verein, 1865.",,1544,,,,1865,,1605,1544,,,Komödie,K,,,1618,1618,,,,,yes,5,0,1121,208,82
226,GerDracor/schiller-wallensteins-lager.xml,"Schiller, Friedrich",Wallensteins Lager,"Friedrich Schiller: Sämtliche Werke, Auf Grund der Originaldrucke herausgegeben
 von Gerhard Fricke und Herbert G. Göpfert in Verbindung mit Herbert Stubenrauch, Band
 1–5, 3. Auflage, München: Hanser, 1962.",,1798,,1800,1798,,,,,,,,T,,1796/99,1800,1800,12.10.1798,Weimar,Hoftheater,,no,0,11,1117,163,0
48,GerDracor/schiller-wallensteins-tod.xml,"Schiller, Friedrich",Wallensteins Tod,Ein Trauerspiel in fünf Aufzügen,"Friedrich Schiller: Sämtliche Werke, Auf Grund der Originaldrucke herausgegeben
 von Gerhard Fricke und Herbert G. Göpfert in Verbindung mit Herbert Stubenrauch, Band
 1–5, 3. Auflage, München: Hanser, 1962.",1799,,1800,1799,,,,,,,Dramatisches Gedicht,T,,1796/99,1800,1800,20.04.1799,Weimar,Hoftheater,,no,5,63,4256,697,0
427,GerDracor/weissenthurn-welche-ist-die-braut.xml,"Weißenthurn, Johanna von",Welche ist die Braut!,Ein Lustspiel in fünf Aufzügen,"Johanna Franul von Weißenthurn: Neue Schauspiele. Band 1–2, Wien: Kaulfuss &
 Armbruster, 1817; Band 13., Wien: J. B. Wallishausser, 1834.",1813,,1817,1813,,,,,,,Lustspiel,K,,,1817,1817,25.01.1813,Wien,Burgtheater,,no,5,31,112,5,1390
298,GerDracor/weissenthurn-welcher-ist-der-braeutigam.xml,"Weißenthurn, Johanna von",Welcher ist der Bräutigam?,Ein Lustspiel in 4 Aufzügen,"Johanna Franul von Weißenthurn: Neueste Schauspiele. Band 9 [= N.F. Band 1],
 Berlin: Schlesingersche Buch- und Musikhandlung, 1821; Band 13, Wien: J. B.
 Wallishausser, 1832.",1821,,1821,,,,,,,,Lustspiel,K,,,1821,1821,,,,,no,4,23,0,0,1028
,TextGrid/-Wie_einem_Weib_jhr_eygner_Mann_verkuppelt_wird.xml,"Ayrer, Jakob",Wie einem Weib jhr eygner Mann verkuppelt wird,"Jakob Ayrer: Dramen. Herausgegeben von Adalbert von Keller, Stuttgart: Litterarischer Verein, 1865.",,1544,,,,1865,,1605,1544,,,Fastnachtsspiel,K,,,1618,1618,,,,,yes,0,0,486,56,31
412,GerDracor/schiller-wilhelm-tell.xml,"Schiller, Friedrich",Wilhelm Tell,Schauspiel,"Friedrich Schiller: Sämtliche Werke, Auf Grund der Originaldrucke herausgegeben
 von Gerhard Fricke und Herbert G. Göpfert in Verbindung mit Herbert Stubenrauch, Band
 1–5, 3. Auflage, München: Hanser, 1962.",1804,,1804,1804,,,,,,,Schauspiel,S,,1803-1804,1804,1804,17.03.1804,Weimar,Hoftheater,,no,5,15,3487,625,0
