,Unnamed: 0,Emotionsbezug_falls_nötig,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,Sprachebene,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
52,95,,KIOSEM,,,,,,LSch,negativ,32198.0,CATMA_69C09FD3-3143-4BD5-836D-937D867FE79B,11,Emotionen der Ablehnung,negativ,32151.0,Abscheu,Ha! daß ein Sultan sich so sehr verstellen kan!,"['Ha', '!', 'daß', 'ein', 'Sultan', 'sich', 'so', 'sehr', 'verstellen', 'kan', '!']"
53,96,,IBRAHIM,,,,,,LSch,negativ,32263.0,CATMA_2CC44F82-D3FC-4B5B-8FB3-2358C2F8646E,10,Emotionen der Ablehnung,negativ,32209.0,Ärger,Steht Weibern frey die Macht des Käysers zu verhöhnen?,"['Steht', 'Weibern', 'frey', 'die', 'Macht', 'des', 'Käysers', 'zu', 'verhöhnen', '?']"
54,97,,IBRAHIM,,,,,,LSch,positiv,32325.0,CATMA_B174F058-E4FC-4FA6-9D49-39B6370D93B3,8,Emotionen der Zuneigung,positiv,32277.0,Lust,"Wir suchten seine Brunst mit Demuth abzulehnen.
","['Wir', 'suchten', 'seine', 'Brunst', 'mit', 'Demuth', 'abzulehnen', '.']"
55,98,,IBRAHIM,,SISIGAMBIS,,,,LSch,negativ,32393.0,CATMA_3EFD37DE-E73E-4DD4-A812-D61BC6C0BC07,12,Emotionen der Ablehnung,negativ,32335.0,Ärger,Die Demuth reucht nach Trotz / die Fürsten was schlägt ab.,"['Die', 'Demuth', 'reucht', 'nach', 'Trotz', '/', 'die', 'Fürsten', 'was', 'schlägt', 'ab', '.']"
56,99,,,KIOSEM,,,,,LSch,negativ,32455.0,CATMA_BA9EB732-4EDD-4619-A5FF-6FB1B06B160E,10,Emotionen des Leids,negativ,32403.0,Leid,Durch solche Schandthat baut er seiner Ehr ein Grab.,"['Durch', 'solche', 'Schandthat', 'baut', 'er', 'seiner', 'Ehr', 'ein', 'Grab', '.']"
57,100,,IBRAHIM,,SISIGAMBIS,,,,LSch,positiv,32519.0,CATMA_E088B0D1-3364-4FE0-AC68-94FF84F72278,9,Emotionen der Zuneigung,positiv,32466.0,Liebe,"Sol reine Liebe sich hier Schandmal schelten lassen?
","['Sol', 'reine', 'Liebe', 'sich', 'hier', 'Schandmal', 'schelten', 'lassen', '?']"
58,102,,IBRAHIM,SISIGAMBIS,SISIGAMBIS,,,,LSch,positiv,32586.0,CATMA_3907C51D-9637-4AED-83CC-C89EFD7D0824,11,Emotionen der Zuneigung,positiv,32532.0,Liebe,Die lieben andre nicht / die ihren Ruhm selbst hassen.,"['Die', 'lieben', 'andre', 'nicht', '/', 'die', 'ihren', 'Ruhm', 'selbst', 'hassen', '.']"
59,103,,,KIOSEM,,,negativ,,LSch,positiv,33629.0,CATMA_AB88B76E-D2FB-4E34-BB38-63DCF55DD5BE,184,Emotionen der Zuneigung,negativ,32659.0,Lust,"Die Wollust ist vergönnt / wenn man ein Ziel ihr setzt;
Wo aber Tugend sie und Maaß nicht hält im Zaume /
Flösst sie in Seel und Leib Gift / wenn sie Brunst und Gaume
Gleich reinsten Zucker schätzt. Dein siecher Leib wird bald /
Ja hat dich schon gelehrt11

: daß Jugend selbst wird kalt /
Die hier zu hitzig spielt; und daß / der Seuchen hecket /

Das Leben ihm verkürtzt; der hier den Bogen strecket
Zu vielmal / und zu hoch. Auch Stahl wird weich gemacht.
Du mergelst dich des Tags / nicht nur iedwede Nacht
Mit so viel Weibern ab; schwimmst in den Uppigkeiten /
Wenn du / gleich einer See / lässt Zimmer dir bereiten
Mit Zobeln überdielt /12

 mit Dirnen angefüllt /
Die alle Welt dir zinßt. Wie manch unzüchtig Bild
Verstellt dein Schlafgemach nach schlimmer Heyden-Weise.13


Dein Ambra / dein Zibeth / der täglich deine Speise14


Mit Uberflusse würtzt / ist zwar ein Saltz der Brunst /
Nicht aber Lebens-Oel / auß welchen du umbsonst
Verschwelgte Kräfte suchst.
","['Die', 'Wollust', 'ist', 'vergönnt', '/', 'wenn', 'man', 'ein', 'Ziel', 'ihr', 'setzt', ';', 'Wo', 'aber', 'Tugend', 'sie', 'und', 'Maaß', 'nicht', 'hält', 'im', 'Zaume', '/', 'Flösst', 'sie', 'in', 'Seel', 'und', 'Leib', 'Gift', '/', 'wenn', 'sie', 'Brunst', 'und', 'Gaume', 'Gleich', 'reinsten', 'Zucker', 'schätzt', '.', 'Dein', 'siecher', 'Leib', 'wird', 'bald', '/', 'Ja', 'hat', 'dich', 'schon', 'gelehrt11', ':', 'daß', 'Jugend', 'selbst', 'wird', 'kalt', '/', 'Die', 'hier', 'zu', 'hitzig', 'spielt', ';', 'und', 'daß', '/', 'der', 'Seuchen', 'hecket', '/', 'Das', 'Leben', 'ihm', 'verkürtzt', ';', 'der', 'hier', 'den', 'Bogen', 'strecket', 'Zu', 'vielmal', '/', 'und', 'zu', 'hoch', '.', 'Auch', 'Stahl', 'wird', 'weich', 'gemacht', '.', 'Du', 'mergelst', 'dich', 'des', 'Tags', '/', 'nicht', 'nur', 'iedwede', 'Nacht', 'Mit', 'so', 'viel', 'Weibern', 'ab', ';', 'schwimmst', 'in', 'den', 'Uppigkeiten', '/', 'Wenn', 'du', '/', 'gleich', 'einer', 'See', '/', 'lässt', 'Zimmer', 'dir', 'bereiten', 'Mit', 'Zobeln', 'überdielt', '/12', 'mit', 'Dirnen', 'angefüllt', '/', 'Die', 'alle', 'Welt', 'dir', 'zinßt', '.', 'Wie', 'manch', 'unzüchtig', 'Bild', 'Verstellt', 'dein', 'Schlafgemach', 'nach', 'schlimmer', 'Heyden-Weise.13', 'Dein', 'Ambra', '/', 'dein', 'Zibeth', '/', 'der', 'täglich', 'deine', 'Speise14', 'Mit', 'Uberflusse', 'würtzt', '/', 'ist', 'zwar', 'ein', 'Saltz', 'der', 'Brunst', '/', 'Nicht', 'aber', 'Lebens-Oel', '/', 'auß', 'welchen', 'du', 'umbsonst', 'Verschwelgte', 'Kräfte', 'suchst', '.']"
60,105,,,,,,,,LSch,positiv,33778.0,CATMA_F548D9B7-209A-4B8B-9736-D09DD893D5E3,15,Emotionen der Zuneigung,positiv,33709.0,Liebe,"Der Mutter wil gebühren
Zu sorgen für das Heil der Kinder biß in Tod.","['Der', 'Mutter', 'wil', 'gebühren', 'Zu', 'sorgen', 'für', 'das', 'Heil', 'der', 'Kinder', 'biß', 'in', 'Tod', '.']"
61,106,,KIOSEM,,IBRAHIM,,,,LSch,negativ,34696.0,CATMA_493631D4-7131-407D-AC54-6CB58C48F9B0,93,Emotionen der Ablehnung,negativ,34216.0,Ärger,"Und deine Thorheit hält
Unsichtbar / Schand und Fleck der Sonnen dieser Welt?
Schmiert als wohlständig an dem Purpur und der Seide /
Was Woll und Haar verstellt; schminckt Wangen mit der Kreide /
Die Füsse greulich mahlt? So Würd als Helffenbein
Muß reiner / als schlecht Thon und grober Pöfel seyn;
Weil Fürsten / die das Gift der Laster an sich nehmen /
Von ihrem Himmel es auf hundert Völcker sämen.
Ihr bös' Exempel sind die Funcken / die den Brand
Auf tausend Häuser streun.
","['Und', 'deine', 'Thorheit', 'hält', 'Unsichtbar', '/', 'Schand', 'und', 'Fleck', 'der', 'Sonnen', 'dieser', 'Welt', '?', 'Schmiert', 'als', 'wohlständig', 'an', 'dem', 'Purpur', 'und', 'der', 'Seide', '/', 'Was', 'Woll', 'und', 'Haar', 'verstellt', ';', 'schminckt', 'Wangen', 'mit', 'der', 'Kreide', '/', 'Die', 'Füsse', 'greulich', 'mahlt', '?', 'So', 'Würd', 'als', 'Helffenbein', 'Muß', 'reiner', '/', 'als', 'schlecht', 'Thon', 'und', 'grober', 'Pöfel', 'seyn', ';', 'Weil', 'Fürsten', '/', 'die', 'das', 'Gift', 'der', 'Laster', 'an', 'sich', 'nehmen', '/', 'Von', 'ihrem', 'Himmel', 'es', 'auf', 'hundert', 'Völcker', 'sämen', '.', 'Ihr', 'bös', ""'"", 'Exempel', 'sind', 'die', 'Funcken', '/', 'die', 'den', 'Brand', 'Auf', 'tausend', 'Häuser', 'streun', '.']"
62,107,,,KIOSEM,,,,,LSch,negativ,34696.0,CATMA_AABA9581-8C06-45C0-9FEF-E21BC1CB9C14,37,Emotionen des Leids,negativ,34516.0,Leid,"Weil Fürsten / die das Gift der Laster an sich nehmen /
Von ihrem Himmel es auf hundert Völcker sämen.
Ihr bös' Exempel sind die Funcken / die den Brand
Auf tausend Häuser streun.
","['Weil', 'Fürsten', '/', 'die', 'das', 'Gift', 'der', 'Laster', 'an', 'sich', 'nehmen', '/', 'Von', 'ihrem', 'Himmel', 'es', 'auf', 'hundert', 'Völcker', 'sämen', '.', 'Ihr', 'bös', ""'"", 'Exempel', 'sind', 'die', 'Funcken', '/', 'die', 'den', 'Brand', 'Auf', 'tausend', 'Häuser', 'streun', '.']"
63,108,,,,KIOSEM,,,,LSch,negativ,34785.0,CATMA_FEE032CD-FB0C-4199-B20D-4D9B71C98608,15,Emotionen der Ablehnung,negativ,34707.0,Ärger,"Was misst man mit Bestand
Uns für Verbrechen bey / das deinen Fluch verdienet?","['Was', 'misst', 'man', 'mit', 'Bestand', 'Uns', 'für', 'Verbrechen', 'bey', '/', 'das', 'deinen', 'Fluch', 'verdienet', '?']"
64,109,,,,,,,,LSch,negativ,34849.0,CATMA_DAC67A96-5988-4119-A143-7EA7ADEEFFAA,10,Emotionen der Ablehnung,negativ,34800.0,Abscheu,Er hat sich mit Gewalt mich zu entweyhn erkühnet.,"['Er', 'hat', 'sich', 'mit', 'Gewalt', 'mich', 'zu', 'entweyhn', 'erkühnet', '.']"
65,110,,,SECHIERPERA,,,,,LSch,positiv,34933.0,CATMA_A30888B8-5ED0-415E-989A-B11AC1629AFC_0,12,Emotionen der Zuneigung,positiv,34864.0,Lust,"Ist solcher Liebes-trieb bey Fürsten unerhört?
Und zu Stambulden neu?","['Ist', 'solcher', 'Liebes-trieb', 'bey', 'Fürsten', 'unerhört', '?', 'Und', 'zu', 'Stambulden', 'neu', '?']"
66,115,,KIOSEM,SECHIERPERA,SECHIERPERA,,,,LSch,negativ,36573.0,CATMA_BDCCBD9E-700E-481F-A08C-04A72A49D742,10,Emotionen der Ablehnung,negativ,36498.0,Abscheu,"Kriegt für getreue Dienste
Befleißte Redligkeit Verfschmähung zu Gewienste?","['Kriegt', 'für', 'getreue', 'Dienste', 'Befleißte', 'Redligkeit', 'Verfschmähung', 'zu', 'Gewienste', '?']"
67,116,,,,KIOSEM,,,,LSch,negativ,36618.0,CATMA_71ADB66D-5E13-42AF-8F2B-A62DEB369826,20,Emotionen der Ablehnung,negativ,36498.0,Ärger,"Kriegt für getreue Dienste
Befleißte Redligkeit Verfschmähung zu Gewienste?
So laß ich andern Müh und Sorge willig hin.
","['Kriegt', 'für', 'getreue', 'Dienste', 'Befleißte', 'Redligkeit', 'Verfschmähung', 'zu', 'Gewienste', '?', 'So', 'laß', 'ich', 'andern', 'Müh', 'und', 'Sorge', 'willig', 'hin', '.']"
68,118,,,,,,,,LSch,Emotionale Bewegtheit,37736.0,CATMA_8EC4661E-9218-446E-80B3-49966CDCDA14,74,Emotionale Bewegtheit,Emotionale Bewegtheit,37333.0,Emotionale Bewegtheit,"Wormit hab aber ich die Sultanin verletzet?
Weil ihr zu Liebe nicht von mir ward außgeschwetzet:
Daß nach der Sultanin erdichtetem Bericht
Des Käysers Augentrost die Perl auß Curdi nicht
Sey durch den Schlag erblasst? denn Er / mein Fürst / mag wissen:
Die Riesin habe ja wohl freylich sterben müssen /20


Weil sie die Sultanin zur Tafel laden ließ /
Und sie durch Eyversucht gereitzt / erwürgen hieß.
","['Wormit', 'hab', 'aber', 'ich', 'die', 'Sultanin', 'verletzet', '?', 'Weil', 'ihr', 'zu', 'Liebe', 'nicht', 'von', 'mir', 'ward', 'außgeschwetzet', ':', 'Daß', 'nach', 'der', 'Sultanin', 'erdichtetem', 'Bericht', 'Des', 'Käysers', 'Augentrost', 'die', 'Perl', 'auß', 'Curdi', 'nicht', 'Sey', 'durch', 'den', 'Schlag', 'erblasst', '?', 'denn', 'Er', '/', 'mein', 'Fürst', '/', 'mag', 'wissen', ':', 'Die', 'Riesin', 'habe', 'ja', 'wohl', 'freylich', 'sterben', 'müssen', '/20', 'Weil', 'sie', 'die', 'Sultanin', 'zur', 'Tafel', 'laden', 'ließ', '/', 'Und', 'sie', 'durch', 'Eyversucht', 'gereitzt', '/', 'erwürgen', 'hieß', '.']"
69,124,,,,KIOSEM,,,,LSch,negativ,38326.0,CATMA_384BC129-DF98-4B59-A657-48DA79411FD6,3,Emotionen der Ablehnung,negativ,38317.0,Ärger,Laß mich!,"['Laß', 'mich', '!']"
70,125,,IBRAHIM,KIOSEM,KIOSEM,,,,LSch,negativ,38379.0,CATMA_85DC9D0C-049A-41E4-BE38-313E0639DB12,10,Emotionen der Ablehnung,negativ,38336.0,Abscheu,"Hier ist das Ziel /
Das deine Rach außtagt.","['Hier', 'ist', 'das', 'Ziel', '/', 'Das', 'deine', 'Rach', 'außtagt', '.']"
71,126,,,,,,,,LSch,negativ,38532.0,CATMA_ACB013A3-306E-47D3-A194-70AB4E415113,27,Emotionen des Leids,negativ,38380.0,Leid,"Denn deine Mutter wil
Im angedreuten Strick eh ihren Geist außblasen /
Und den gezückten Dolch fühln in den Därmern rasen /
Als diese Schand-That sehn.
","['Denn', 'deine', 'Mutter', 'wil', 'Im', 'angedreuten', 'Strick', 'eh', 'ihren', 'Geist', 'außblasen', '/', 'Und', 'den', 'gezückten', 'Dolch', 'fühln', 'in', 'den', 'Därmern', 'rasen', '/', 'Als', 'diese', 'Schand-That', 'sehn', '.']"
72,127,,IBRAHIM,,,,,,LSch,negativ,38629.0,CATMA_5A48F70A-843B-4E1B-9C33-06ADA8DC9931,17,Emotionen der Ablehnung,negativ,38543.0,Ärger,"Stracks / Achmet / schaff sie weg;
Eh ihr verspritztes Blut des Sohnes Hand befleck /
","['Stracks', '/', 'Achmet', '/', 'schaff', 'sie', 'weg', ';', 'Eh', 'ihr', 'verspritztes', 'Blut', 'des', 'Sohnes', 'Hand', 'befleck', '/']"
73,128,,,IBRAHIM,IBRAHIM,,,,LSch,negativ,38677.0,CATMA_BEB028A1-6AF4-4AF0-8435-DEF588EE3C7F,9,Emotionen der Ablehnung,negativ,38629.0,Ärger,Und laß ins alte Schloß die Wüttende verstecken.,"['Und', 'laß', 'ins', 'alte', 'Schloß', 'die', 'Wüttende', 'verstecken', '.']"
74,129,,,,IBRAHIM,,,,LSch,positiv,38740.0,CATMA_D5CE0ACB-A6D9-4053-9DF9-85E104F461EE,9,Emotionen der Zuneigung,positiv,38692.0,Verehrung,Ich eile den Befehl des Käysers zu vollstrecken.,"['Ich', 'eile', 'den', 'Befehl', 'des', 'Käysers', 'zu', 'vollstrecken', '.']"
75,131,,,,,,,,LSch,positiv,39415.0,CATMA_0E1073E2-1819-47CC-A7C3-5A541AEE78F3,33,Emotionen der Zuneigung,positiv,39256.0,Verehrung,"Mein Fürst / mein Herr / mein Haupt / es sicht mich selber an
Der Sisigambis Trotz / und Kiosems Erkühnen.
Ich selber muß gestehn: daß sie den Tod verdienen /
","['Mein', 'Fürst', '/', 'mein', 'Herr', '/', 'mein', 'Haupt', '/', 'es', 'sicht', 'mich', 'selber', 'an', 'Der', 'Sisigambis', 'Trotz', '/', 'und', 'Kiosems', 'Erkühnen', '.', 'Ich', 'selber', 'muß', 'gestehn', ':', 'daß', 'sie', 'den', 'Tod', 'verdienen', '/']"
76,132,,,SECHIERPERA,,,,,LSch,positiv,39776.0,CATMA_60F140EC-0F61-4D4C-A577-B46578F796DE,20,Emotionen der Freude,positiv,39657.0,Freude,"Der Mutter Untergang /
Der Sisigambis Schimpff und fürgesetzter Zwang
Kan wenig Lust und Trost dem großen Herren geben;","['Der', 'Mutter', 'Untergang', '/', 'Der', 'Sisigambis', 'Schimpff', 'und', 'fürgesetzter', 'Zwang', 'Kan', 'wenig', 'Lust', 'und', 'Trost', 'dem', 'großen', 'Herren', 'geben', ';']"
77,135,,,,,,,,LSch,positiv,41094.0,CATMA_99B9E450-5FB3-47A0-8B41-F82EA6B48F1F,164,Emotionen der Zuneigung,positiv,40139.0,Verehrung,"Ich weiß fürs Käysers Seel und seine süsse Flammen
Was liebens-würdigers; ein Kind / in dem beysammen
Die gütige Natur hat Jugend und Verstand
Schön-reitzend-freundlich-seyn verknüpfet in ein Band;
Ein Kind / das zärter ist / als die auß Ledens Schalen
Einst solln gekrochen seyn; das mit den Anmuths-Strahlen
Der Sterne Glantz beschämt / die Sonne machet blind /
Den Rosen ihr Rubin durch Anmuth abgewinnt /
Den Lilgen ihre Perln. Der Morgenröthe Prangen
Und Scharlach wird entfärbt von ihren Purpur-Wangen /
Für ihrem Mund erbleicht Granat und Schnecken-Blut;

Kein Bisam-Apfel reucht bey ihrem Athem gut.
Die Flammen kwälln auß Schnee / auß Marmel blühn Corallen /
Zienober krönet Milch auf ihren Liebes-Ballen.
Kurtz: diese Göttin ist der Schönheit Himmelreich /
Der Anmuth Paradiß; ein Engel / der zugleich
Verlangen im Gemüth / Entsetzung in den Augen /
Im Hertzen Lust gebiehrt. Auß ihren Lippen saugen
Die Seelen Honigseim und Zucker süsser Hold.
","['Ich', 'weiß', 'fürs', 'Käysers', 'Seel', 'und', 'seine', 'süsse', 'Flammen', 'Was', 'liebens-würdigers', ';', 'ein', 'Kind', '/', 'in', 'dem', 'beysammen', 'Die', 'gütige', 'Natur', 'hat', 'Jugend', 'und', 'Verstand', 'Schön-reitzend-freundlich-seyn', 'verknüpfet', 'in', 'ein', 'Band', ';', 'Ein', 'Kind', '/', 'das', 'zärter', 'ist', '/', 'als', 'die', 'auß', 'Ledens', 'Schalen', 'Einst', 'solln', 'gekrochen', 'seyn', ';', 'das', 'mit', 'den', 'Anmuths-Strahlen', 'Der', 'Sterne', 'Glantz', 'beschämt', '/', 'die', 'Sonne', 'machet', 'blind', '/', 'Den', 'Rosen', 'ihr', 'Rubin', 'durch', 'Anmuth', 'abgewinnt', '/', 'Den', 'Lilgen', 'ihre', 'Perln', '.', 'Der', 'Morgenröthe', 'Prangen', 'Und', 'Scharlach', 'wird', 'entfärbt', 'von', 'ihren', 'Purpur-Wangen', '/', 'Für', 'ihrem', 'Mund', 'erbleicht', 'Granat', 'und', 'Schnecken-Blut', ';', 'Kein', 'Bisam-Apfel', 'reucht', 'bey', 'ihrem', 'Athem', 'gut', '.', 'Die', 'Flammen', 'kwälln', 'auß', 'Schnee', '/', 'auß', 'Marmel', 'blühn', 'Corallen', '/', 'Zienober', 'krönet', 'Milch', 'auf', 'ihren', 'Liebes-Ballen', '.', 'Kurtz', ':', 'diese', 'Göttin', 'ist', 'der', 'Schönheit', 'Himmelreich', '/', 'Der', 'Anmuth', 'Paradiß', ';', 'ein', 'Engel', '/', 'der', 'zugleich', 'Verlangen', 'im', 'Gemüth', '/', 'Entsetzung', 'in', 'den', 'Augen', '/', 'Im', 'Hertzen', 'Lust', 'gebiehrt', '.', 'Auß', 'ihren', 'Lippen', 'saugen', 'Die', 'Seelen', 'Honigseim', 'und', 'Zucker', 'süsser', 'Hold', '.']"
78,137,,,,,,,,LSch,positiv,41537.0,CATMA_EF2133F8-F3E4-408E-841F-74389D788FB7,83,Emotionen der Zuneigung,positiv,41105.0,Liebe,"Diß alles / was du rühmst/ ist Kupfer gegen Gold /
Und Schatten gegen Liecht / wenn ich der Riesin Zierde /
Die Perl Armeniens mit brennender Begierde
Für mein Gedächtniß zieh. Ich schwere dir / mein Kind:
Daß meine Flammen nicht mit ihr verloschen sind:
Das Abuchalid nicht so sehr geliebt Hababen22

 /
Die er schon halb verwest ließ auß der Erde graben /
Und tausend Küß ihr gab / als meine Seele noch
Nach meiner Riesin lächst.
","['Diß', 'alles', '/', 'was', 'du', 'rühmst/', 'ist', 'Kupfer', 'gegen', 'Gold', '/', 'Und', 'Schatten', 'gegen', 'Liecht', '/', 'wenn', 'ich', 'der', 'Riesin', 'Zierde', '/', 'Die', 'Perl', 'Armeniens', 'mit', 'brennender', 'Begierde', 'Für', 'mein', 'Gedächtniß', 'zieh', '.', 'Ich', 'schwere', 'dir', '/', 'mein', 'Kind', ':', 'Daß', 'meine', 'Flammen', 'nicht', 'mit', 'ihr', 'verloschen', 'sind', ':', 'Das', 'Abuchalid', 'nicht', 'so', 'sehr', 'geliebt', 'Hababen22', '/', 'Die', 'er', 'schon', 'halb', 'verwest', 'ließ', 'auß', 'der', 'Erde', 'graben', '/', 'Und', 'tausend', 'Küß', 'ihr', 'gab', '/', 'als', 'meine', 'Seele', 'noch', 'Nach', 'meiner', 'Riesin', 'lächst', '.']"
79,139,,,,AMBRE,,,,LSch,positiv,42761.0,CATMA_8DB7AD0B-FC45-4B97-94DB-01FC1AD52239,76,Emotionen der Zuneigung,positiv,42411.0,Lust,"Hilf Himmel! kwillt das Oel der Lieb auch auß Papier?
Steckt auch in Farben Glut? kan auch der Schönheit Schatten
Begierde zünden an? die Bilder / die wir hatten
Uns in das Hertz geprägt / auf einmal leschen auß?

Was neues drücken ein? Ach / unsre Seel ist Graus /
Das Hertze liegt in Asch / und wir stehn in der Flammen /
Wie brenn' und lodern wir!","['Hilf', 'Himmel', '!', 'kwillt', 'das', 'Oel', 'der', 'Lieb', 'auch', 'auß', 'Papier', '?', 'Steckt', 'auch', 'in', 'Farben', 'Glut', '?', 'kan', 'auch', 'der', 'Schönheit', 'Schatten', 'Begierde', 'zünden', 'an', '?', 'die', 'Bilder', '/', 'die', 'wir', 'hatten', 'Uns', 'in', 'das', 'Hertz', 'geprägt', '/', 'auf', 'einmal', 'leschen', 'auß', '?', 'Was', 'neues', 'drücken', 'ein', '?', 'Ach', '/', 'unsre', 'Seel', 'ist', 'Graus', '/', 'Das', 'Hertze', 'liegt', 'in', 'Asch', '/', 'und', 'wir', 'stehn', 'in', 'der', 'Flammen', '/', 'Wie', 'brenn', ""'"", 'und', 'lodern', 'wir', '!']"
80,143,,SECHIERPERA,,,,,,LSch,negativ,43267.0,CATMA_8B013523-2A36-4E0E-9444-B5CE9003DBA8,20,Emotionen der Ablehnung,negativ,43162.0,Abscheu,"Hat diese Närrin gleich Natur und Witz verlernet /
Wenn sie des Sultans Gunst mit Füssen von sich stösst:","['Hat', 'diese', 'Närrin', 'gleich', 'Natur', 'und', 'Witz', 'verlernet', '/', 'Wenn', 'sie', 'des', 'Sultans', 'Gunst', 'mit', 'Füssen', 'von', 'sich', 'stösst', ':']"
81,144,,,SECHIERPERA,IBRAHIM,,,,LSch,positiv,43412.0,CATMA_92E4FEDD-E3C3-4CDD-9566-6580C524DEC0,25,Emotionen der Zuneigung,positiv,43268.0,Lust,"So lächsen tausend Seeln24

 nach Balsam / welchen flösst
Die Hold des Käysers ein. Die Keusch- und kältsten brennen /
Wo Fürsten-Blicke falln. ","['So', 'lächsen', 'tausend', 'Seeln24', 'nach', 'Balsam', '/', 'welchen', 'flösst', 'Die', 'Hold', 'des', 'Käysers', 'ein', '.', 'Die', 'Keusch-', 'und', 'kältsten', 'brennen', '/', 'Wo', 'Fürsten-Blicke', 'falln', '.']"
82,145,,IBRAHIM,SECHIERPERA,AMBRE,,,,LSch,positiv,43465.0,CATMA_626C5A3F-5E92-406E-86DD-52135F277722,10,Emotionen der Zuneigung,positiv,43412.0,Lust,"Man gebe zu erkennen
Des Käysers reine Glut dem Vater","['Man', 'gebe', 'zu', 'erkennen', 'Des', 'Käysers', 'reine', 'Glut', 'dem', 'Vater']"
83,146,,BECTAS,,,,,,LSch,negativ,44265.0,CATMA_80C82375-FC90-42B4-8938-B292BF080196,47,Emotionen der Ablehnung,negativ,44038.0,Ärger,"Sol eine Stadt uns pochen?
Ist Oßmanns Witz verfalln / und Oßmanns Arm zerbrochen?
Kan unser Fürst / der ja das Haupt der Welt wil seyn /
Mit allen Kräften nicht zwey Städte nehmen ein?
Canea / Retimo sind ja in unsern Händen.
","['Sol', 'eine', 'Stadt', 'uns', 'pochen', '?', 'Ist', 'Oßmanns', 'Witz', 'verfalln', '/', 'und', 'Oßmanns', 'Arm', 'zerbrochen', '?', 'Kan', 'unser', 'Fürst', '/', 'der', 'ja', 'das', 'Haupt', 'der', 'Welt', 'wil', 'seyn', '/', 'Mit', 'allen', 'Kräften', 'nicht', 'zwey', 'Städte', 'nehmen', 'ein', '?', 'Canea', '/', 'Retimo', 'sind', 'ja', 'in', 'unsern', 'Händen', '.']"
84,148,,BECTAS,,,,,,LSch,negativ,44939.0,CATMA_5D985AD9-4E9F-4B19-8825-5C4934415E72_0,16,Emotionen der Ablehnung,negativ,44856.0,Ärger,"Wo nicht ein Fürst selbst fasst
Das Ruder seines Reichs / kan keine Fahrt gerathen.","['Wo', 'nicht', 'ein', 'Fürst', 'selbst', 'fasst', 'Das', 'Ruder', 'seines', 'Reichs', '/', 'kan', 'keine', 'Fahrt', 'gerathen', '.']"
85,149,,BECTAS,,,,,,LSch,negativ,46098.0,CATMA_5D985AD9-4E9F-4B19-8825-5C4934415E72_1,17,Emotionen der Ablehnung,negativ,46019.0,Ärger,"Itzt nun der Sultan nur auff Uppigkeit hat acht /
Was sol für Glück uns blühn?
","['Itzt', 'nun', 'der', 'Sultan', 'nur', 'auff', 'Uppigkeit', 'hat', 'acht', '/', 'Was', 'sol', 'für', 'Glück', 'uns', 'blühn', '?']"
