,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,year_genre,genre,subgenre,date
586,586,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Angela und Colombina.,0,24,stage_direction,2,3,speech_part,,#odoardo,245.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
588,588,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Zu Hanswurst.,0,13,stage_direction,2,3,inner_speech,,#odoardo,245.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
600,600,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Odoardo auf Anselmo deutend.,0,31,stage_direction,2,3,speech_part,,#hanswurst,252.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
606,606,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Er hust
              sehr.",0,27,stage_direction,2,3,inner_speech,,#anselmo,255.0,MALE,suffering,negative,emotions of suffering and empathy,_1730_1770,,,
607,607,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,vor sich.,0,9,stage_direction,2,3,speech_part,,#hanswurst,256.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
609,609,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Zu allen übrigen.,0,17,stage_direction,2,3,inner_speech,,#hanswurst,256.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
622,622,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zum Riepel.,0,11,stage_direction,2,3,speech_part,,#odoardo,263.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
624,624,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,weinend.,0,8,stage_direction,2,3,speech_part,,#riepel,264.0,MALE,suffering,negative,emotions of suffering and empathy,_1730_1770,,,
627,627,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Zu Hanswurst.,0,13,stage_direction,2,3,inner_speech,,#odoardo,265.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
631,631,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Zu
                Angela, die immer weint.",0,43,stage_direction,2,3,inner_speech,,#hanswurst,266.0,MALE,suffering,negative,emotions of suffering and empathy,_1730_1770,,,
634,634,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Zu Colombina.,0,13,stage_direction,2,3,speech_part,,#hanswurst,266.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
637,637,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Zu den beyden Alten auf sie deutend.,0,36,stage_direction,2,3,speech_part,,#hanswurst,266.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
640,640,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Geht ernsthaft ab.,0,18,stage_direction,2,3,speech_part,,#hanswurst,266.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
641,641,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,weint.,0,6,stage_direction,2,3,speech_part,,#riepel,267.0,MALE,suffering,negative,emotions of suffering and empathy,_1730_1770,,,
644,644,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Zu Anselmo.,0,11,stage_direction,2,3,inner_speech,,#odoardo,268.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
647,647,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Angela.,0,10,stage_direction,2,3,speech_part,,#odoardo,270.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
651,651,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Angela.,0,10,stage_direction,2,3,speech_part,,#anselmo,272.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
653,653,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Anselmo.,0,11,stage_direction,2,3,speech_part,,#angela,273.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
658,658,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Anselmo.,0,11,stage_direction,2,3,speech_part,,#angela,275.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
660,660,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Angela.,0,10,stage_direction,2,3,speech_part,,#odoardo,276.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
664,664,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Vor
                sich.",0,25,stage_direction,2,3,inner_speech,,#odoardo,276.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
666,666,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Zu Colombina.,0,13,stage_direction,2,3,inner_speech,,#odoardo,276.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
668,668,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"fängt entsetzlich zu schreyen an, und redet unter lauter Schluchzen und
              Weinen.",0,93,stage_direction,2,3,speech_part,,#colombina,277.0,FEMALE,suffering,negative,emotions of suffering and empathy,_1730_1770,,,
673,673,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Zu Odoardo.,0,11,stage_direction,2,3,inner_speech,,#colombina,277.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
676,676,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Zu
                Anselmo.",0,27,stage_direction,2,3,inner_speech,,#colombina,277.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
679,679,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Angela und Colombina schreyen entsetzlich.,0,42,stage_direction,2,3,speech_part,,#colombina,277.0,FEMALE,fear,negative,emotions of anxiety,_1730_1770,,,
681,681,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Odoardo.,0,11,stage_direction,2,3,speech_part,,#anselmo,279.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
683,683,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Anselmo.,0,11,stage_direction,2,3,speech_part,,#odoardo,280.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
695,695,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Angela und Colombina fangen entsetzlich an zu schreyen.,0,55,stage_direction,2,3,speech_part,,#odoardo,290.0,MALE,fear,negative,emotions of anxiety,_1730_1770,,,
698,698,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Anselmo.,0,11,stage_direction,2,3,speech_part,,#odoardo,292.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
702,702,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Anselmo.,0,11,stage_direction,2,3,speech_part,,#odoardo,294.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
704,704,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Zu Angela und Colombina.,0,24,stage_direction,2,3,inner_speech,,#odoardo,294.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
706,706,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Zu
                Riepel.",0,26,stage_direction,2,3,inner_speech,,#odoardo,294.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
708,708,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Zu Angela und Colombina.,0,24,stage_direction,2,3,inner_speech,,#odoardo,294.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
710,710,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Alle in das Haus ab, bis auf den
                Riepel.",0,56,stage_direction,2,3,inner_speech,,#odoardo,294.0,MALE,abhorrence,negative,emotions of rejection,_1730_1770,,,
713,713,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Und
                auch in das Haus ab.",0,40,stage_direction,2,3,inner_speech,,#riepel,295.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
714,714,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Wald, mitten steht e sehr breiter und hoher Felsen, auf einer Seite ein Wasser, auf
            der andern Land; auf der Erde liegt einiges Gesträusse.",0,151,stage_direction,2,4,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
715,715,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Hanswurst und Leander, beyde in der Kleidung, in der sie sich zuvor haben
            erschienen wollen.",0,104,stage_direction,2,4,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
726,726,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Er
                sieht in die Scene.",0,38,stage_direction,2,4,inner_speech,,#hanswurst,303.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
729,729,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Hanswurst und Leander legen sich neben dem Nasser auf die Erde, und bedecken sich
              mit dem Gesträusse.",0,115,stage_direction,2,4,speech_part,,#leander,304.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
730,730,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Odoardo, Anselmo, Angela, Colombina und Riepel, welcher zwey Gewöhr tragt.",0,74,stage_direction,2,5,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
731,731,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Anselmo.,0,11,stage_direction,2,5,speech_part,,#odoardo,305.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
733,733,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Anselmo schaut auf
                das Gesträusse.",0,50,stage_direction,2,5,inner_speech,,#odoardo,305.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
735,735,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Sie gehen alle näher.,0,21,stage_direction,2,5,inner_speech,,#anselmo,306.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
737,737,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Zu
                Riepel.",0,26,stage_direction,2,5,inner_speech,,#odoardo,307.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
742,742,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Riepel legt das Gewöhr weg, und unter Zittern fängt er an, den Hanswurst",0,72,stage_direction,2,5,speech_part,,#odoardo,309.0,MALE,fear,negative,emotions of anxiety,_1730_1770,,,
746,746,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,hebt ihn auf.,0,13,stage_direction,2,5,speech_part,,#odoardo,311.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
749,749,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Riepel steht auf, und nihmt das Gewöhr.",0,39,stage_direction,2,5,speech_part,,#odoardo,311.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
753,753,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Er deckt den Hanswurst und Leander auf, nachdem
                zu Riepel.",0,74,stage_direction,2,5,inner_speech,,#riepel,312.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
757,757,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Zu den übrigen.,0,15,stage_direction,2,5,inner_speech,,#riepel,312.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
759,759,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Angela und Colombine fangen an zu schreyen, und vor den todten Körpern
              niederzuknien.",0,99,stage_direction,2,5,speech_part,,#riepel,312.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
764,764,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu beyden.,0,10,stage_direction,2,5,speech_part,,#odoardo,315.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
767,767,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Odoardo.,0,11,stage_direction,2,5,speech_part,,#anselmo,316.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
772,772,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Sie weint ferners.,0,18,stage_direction,2,5,inner_speech,,#angela,317.0,FEMALE,suffering,negative,emotions of suffering and empathy,_1730_1770,,,
773,773,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,stellt sich neben den todten Leander zu der Angela.,0,51,stage_direction,2,5,speech_part,,#anselmo,318.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
777,777,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Will sie aufheben.,0,18,stage_direction,2,5,inner_speech,,#anselmo,318.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
778,778,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,stoßt ihn zurück.,0,17,stage_direction,2,5,speech_part,,#angela,319.0,FEMALE,anger,negative,emotions of rejection,_1730_1770,,,
781,781,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Sie weint fort.,0,15,stage_direction,2,5,inner_speech,,#angela,319.0,FEMALE,suffering,negative,emotions of suffering and empathy,_1730_1770,,,
782,782,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Odoardo.,0,11,stage_direction,2,5,speech_part,,#anselmo,320.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
785,785,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu des Hanswurst Körper.,0,24,stage_direction,2,5,speech_part,,#colombina,321.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
789,789,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Hanswurst niest auf der Erde.,0,29,stage_direction,2,5,speech_part,,#colombina,321.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
790,790,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Alle ruffen untereinander zur Gesundheit, Odoardo
              fragt alle, ob sie geniestet hatten, worauf jedes nein, antwortet.",30,160,stage_direction,2,5,speech_part,,#colombina,321.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
795,795,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zieht den Odoardo auf die Seite.,0,32,stage_direction,2,5,speech_part,,#anselmo,326.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
800,800,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,ruft den Riepel.,0,16,stage_direction,2,5,speech_part,,#odoardo,329.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
810,810,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Odoardo, Anselmo, und Riepel ab.",0,32,stage_direction,2,5,speech_part,,#odoardo,335.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
811,811,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Wald mit Odoardo Haus.,0,22,stage_direction,2,6,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
812,812,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,allein.,0,7,stage_direction,2,6,speech_part,,#maegera,336.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
814,814,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Sie gehet auf die Seite.,0,24,stage_direction,2,6,inner_speech,,#maegera,336.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
815,815,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Angela, Colombina und die Vorige.",0,33,stage_direction,2,7,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
824,824,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,in die Scene sehend.,0,20,stage_direction,2,7,speech_part,,#colombina,343.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
826,826,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Riepel, und die Vorige.",0,23,stage_direction,2,8,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
827,827,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Angela und Colombina.,0,24,stage_direction,2,8,speech_part,,#riepel,344.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
838,838,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Angela und Colombina fangen an zu lamentiren.,0,45,stage_direction,2,8,speech_part,,#riepel,351.0,MALE,anger,negative,emotions of rejection,_1730_1770,,,
839,839,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Mägera geht hervor.,0,19,stage_direction,2,8,speech_part,,#riepel,351.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
840,840,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Angela und Colombina.,0,24,stage_direction,2,8,speech_part,,#maegera,352.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
842,842,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Mägera.,0,10,stage_direction,2,8,speech_part,,#riepel,353.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
846,846,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zornig.,0,7,stage_direction,2,8,speech_part,,#riepel,355.0,MALE,anger,negative,emotions of rejection,_1730_1770,,,
855,855,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Riepel.,0,10,stage_direction,2,8,speech_part,,#maegera,360.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
860,860,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,spöttisch.,0,10,stage_direction,2,8,speech_part,,#riepel,363.0,MALE,abhorrence,negative,emotions of rejection,_1730_1770,,,
863,863,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Sie
                klopft ihn mit dem Zauberstab, auf den Buckel.",0,66,stage_direction,2,8,inner_speech,,#maegera,364.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
868,868,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Geht in das Haus
                ab.",0,36,stage_direction,2,8,inner_speech,,#angela,367.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
869,869,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"sieht die Mägera stark an, und sagt vor sich.",0,45,stage_direction,2,8,speech_part,,#colombina,368.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
871,871,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Ins Haus ab.,0,12,stage_direction,2,8,inner_speech,,#colombina,368.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
872,872,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,vor sich.,0,9,stage_direction,2,8,speech_part,,#maegera,369.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
874,874,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Zu Riepel.,0,10,stage_direction,2,8,inner_speech,,#maegera,369.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
876,876,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Geht ab.,0,8,stage_direction,2,8,inner_speech,,#maegera,369.0,FEMALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
877,877,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,ihr nachruffend.,0,16,stage_direction,2,8,speech_part,,#riepel,370.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
879,879,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Da Riepel allein ist, will er zu reden anfangen weil er aber nichts als Schmecks
              sagen kann, so fängt er einen ganzen Discurs mit sich selbst von dem einzigen Wort an,
              als zum Exempel schmecks, schmecks, schmecks.",0,241,stage_direction,2,8,speech_part,,#riepel,370.0,MALE,anger,negative,emotions of rejection,_1730_1770,,,
880,880,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Odoardo, Anselmo, und die Vorige.",0,33,stage_direction,2,9,pre_speech,,,,,no_annotation,no_annotation,no_annotation,_1730_1770,,,
881,881,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"der den Riepel stehen sieht, zu Riepel.",0,39,stage_direction,2,9,speech_part,,#odoardo,371.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
893,893,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Riepel.,0,10,stage_direction,2,9,speech_part,,#anselmo,382.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
900,900,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Zu Riepel.,0,10,stage_direction,2,9,inner_speech,,#odoardo,384.0,MALE,no_annotation,no_annotation,no_annotation,_1730_1770,,,
905,905,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Odoardo
                prügelt den Riepel auf dem Theater herum, bis in die Scene.",0,83,stage_direction,2,9,inner_speech,,#odoardo,386.0,MALE,anger,negative,emotions of rejection,_1730_1770,,,
