,id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender,connected_emotion_id
86,CATMA_54910FCE-BC9A-4A34-8F1E-F0BD0DC5BF18_3,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,mir,1,22990,22993,LS,FEMALE,CATMA_72E81F6D-44A5-45F1-9CA5-89A08D99A01D_1
87,CATMA_27908E86-48AB-4331-A543-012D91BA4C92_0,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Trennt uns!,3,23039,23050,LS,MALE,
88,CATMA_27908E86-48AB-4331-A543-012D91BA4C92_1,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Verzweiflung," Woher bringst du diese Ahndung, Luise?
              Trennt uns? – Wer kann den Bund zwoer Herzen lösen, oder die Töne eines Akkords
              auseinanderreißen?",27,23067,23233,LS,MALE,
89,CATMA_EE1235CC-3932-4C51-8182-7CDBBC938F55_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mir,1,23560,23563,LS,MALE,CATMA_70E3628A-CA5F-4906-9C6A-E371398E4333
90,CATMA_D6C688B1-E783-4FE8-970A-582C9662BF84,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen der Angst,Angst,ich,1,23681,23684,LS,FEMALE,CATMA_25971FB8-DF5D-4F68-9308-D4925B081D0F
91,CATMA_004DF079-F49D-45F0-ACB2-12705C7AFDFF_0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Angst,ihn,1,23685,23688,LS,MALE,CATMA_25971FB8-DF5D-4F68-9308-D4925B081D0F
92,CATMA_1EC4CABC-2D34-47A3-A323-B23BFBD7D678,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Angst,Ich,1,23717,23720,LS,MALE,CATMA_AF252259-CE90-4D61-B654-2583C2F8ADC4
93,CATMA_773BBDBD-9230-4E9D-9854-7C4FD2576335,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,negativ,negativ,Emotionen der Angst,Angst,Grenzen deiner Liebe,3,23755,23775,LS,Nicht-Charakter,CATMA_AF252259-CE90-4D61-B654-2583C2F8ADC4
94,CATMA_D13AA855-2D26-445E-B16D-C6FD802B5B1E_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ich,1,23845,23848,LS,MALE,CATMA_EBF9504B-DDCC-4A77-883F-0A646526E11E_0
95,CATMA_2526D4B1-E2C8-42A1-A026-9D4F9A13B2A3_0,Explizites_Target:_Charakter,target,Charakter,explicit,luise,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Luisens,1,23895,23902,LS,FEMALE,CATMA_EBF9504B-DDCC-4A77-883F-0A646526E11E_0
96,CATMA_2526D4B1-E2C8-42A1-A026-9D4F9A13B2A3_10,Explizites_Target:_Charakter,target,Charakter,explicit,luise,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Luise,1,24575,24580,LS,FEMALE,CATMA_EBF9504B-DDCC-4A77-883F-0A646526E11E_1
97,CATMA_91E96F84-5AD9-44CE-8785-D80C39BE5AFF_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Ich,1,24849,24852,LS,FEMALE,CATMA_048B3A25-585C-47A7-B511-974DABB34D61
98,CATMA_4F85EDA2-6DD9-4069-A979-EA7FA106D40F_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,luise,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Ich,1,25063,25066,LS,FEMALE,CATMA_A5352214-D10A-4284-BB29-DD0E67E5BFB8
99,CATMA_C96B583C-DABE-4360-8768-D31736A28B21_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,praesident,single,positiv,positiv,Emotionen der Freude,Freude,ich,1,26404,26407,LS,MALE,CATMA_B5EE8643-B229-4C4D-9826-BD1B1FC5DABF
100,CATMA_00182AD3-00B3-49EA-90D5-600CE95C160F,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,praesident,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Teufel!,2,31004,31011,LS,MALE,
101,CATMA_338E10B0-F876-4156-8119-8C83DA967B64,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,praesident,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Gut! Diesen Morgen noch.
",6,31189,31214,LS,MALE,
102,CATMA_83D8DD80-F5B1-4DD5-B5BE-001825FE7144_0,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,praesident,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Was ich Ihm vorhin vertraut habe,",7,31603,31636,LS,MALE,
103,CATMA_83D8DD80-F5B1-4DD5-B5BE-001825FE7144_1,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,praesident,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Wenn Er plaudert –,4,31652,31670,LS,MALE,
104,CATMA_4B1CACB4-09F2-4E3F-8CBC-46A7FF8223CD_0,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,hofmarschall,single,positiv,positiv,Emotionen der Freude,Freude,"entzückt.
",2,34729,34739,LS,MALE,
105,CATMA_4B1CACB4-09F2-4E3F-8CBC-46A7FF8223CD_0,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,positiv,positiv,Emotionen der Freude,Freude,"entzückt.
",2,34729,34739,LS,impliziter Autor,
106,CATMA_4B1CACB4-09F2-4E3F-8CBC-46A7FF8223CD_1,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,hofmarschall,single,positiv,positiv,Emotionen der Freude,Freude,Umarmt ihn,2,34847,34857,LS,MALE,
107,CATMA_4B1CACB4-09F2-4E3F-8CBC-46A7FF8223CD_1,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,positiv,positiv,Emotionen der Freude,Freude,Umarmt ihn,2,34847,34857,LS,impliziter Autor,
108,CATMA_4B1CACB4-09F2-4E3F-8CBC-46A7FF8223CD_2,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,hofmarschall,single,positiv,positiv,Emotionen der Freude,Freude,Hüpft hinaus.,3,34939,34952,LS,MALE,
109,CATMA_4B1CACB4-09F2-4E3F-8CBC-46A7FF8223CD_2,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,positiv,positiv,Emotionen der Freude,Freude,Hüpft hinaus.,3,34939,34952,LS,impliziter Autor,
110,CATMA_2DEC42EC-E3EE-47B5-8FE9-424B913BD9BD_0,Gemeintes_Target:_Charakter,target,Charakter,implicit,hofmarschall,single,positiv,positiv,Emotionen der Freude,Freude,"O mit tausend Freuden, mein Bester – Was kann mir erwünschter kommen? – Ich fliege
              sogleich –",19,34739,34846,LS,MALE,
111,CATMA_2DEC42EC-E3EE-47B5-8FE9-424B913BD9BD_1,Gemeintes_Target:_Charakter,target,Charakter,implicit,hofmarschall,single,positiv,positiv,Emotionen der Freude,Freude,"Leben Sie wohl – In dreiviertel Stunden weiß es
              die ganze Stadt.",13,34860,34938,LS,MALE,
112,CATMA_68D4238D-9C86-4284-94C9-26179F8717A4_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Angst,mir,1,36809,36812,LS,MALE,CATMA_576814D9-0D19-4F9F-8E74-854098E5ED57
113,CATMA_BCAD28C2-478C-4F65-92A9-A6FCF386A24F,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,negativ,negativ,Emotionen der Angst,Angst,Ausrede,1,37021,37028,LS,Nicht-Charakter,CATMA_576814D9-0D19-4F9F-8E74-854098E5ED57
114,CATMA_E7163ADA-BF95-49CE-87AE-BBE11A926B7B_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,praesident,single,negativ,negativ,Emotionen des Leids,Leid,mir,1,37201,37204,LS,MALE,CATMA_D597B4DD-B7C2-4D6B-BB17-7405DF8BA73B
115,CATMA_003DB2F6-8F13-43BA-9243-BDB9A3167A90,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,positiv,positiv,Emotionen der Freude,Freude,Du,1,37455,37457,LS,MALE,CATMA_3A1473DE-4740-4EF3-A8FC-CEB351F21F97
116,CATMA_3A1473DE-4740-4EF3-A8FC-CEB351F21F97,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,praesident,single,positiv,positiv,Emotionen der Freude,Freude,"Du empfängst dein Glück von der zweiten
              Hand – das Verbrechen klebt nicht am Erbe.
",16,37455,37552,LS,MALE,
117,CATMA_61407417-F920-47B3-8DA9-3239F0CE9E4D,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,praesident,single,negativ,negativ,Emotionen der Ablehnung,Ärger,verbeißt seinen Zorn.,4,37933,37954,LS,MALE,
118,CATMA_61407417-F920-47B3-8DA9-3239F0CE9E4D,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,negativ,negativ,Emotionen der Ablehnung,Ärger,verbeißt seinen Zorn.,4,37933,37954,LS,impliziter Autor,
119,CATMA_5C4A673D-B8E7-4453-99E1-64B67D175420_0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,dich,1,37978,37982,LS,MALE,CATMA_2A83D0A2-B1B9-4AD7-B86E-CE28BD588370
120,CATMA_2A83D0A2-B1B9-4AD7-B86E-CE28BD588370,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,praesident,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Hum! – Zwingen muß man dich, dein Glück zu erkennen. Wo zehn andre mit aller
              Anstrengung nicht hinaufklimmen, wirst du spielend, im Schlafe gehoben. Du bist im
              zwölften Jahre Fähndrich. Im zwanzigsten Major. ",41,37955,38191,LS,MALE,
121,CATMA_1F991538-DEC2-4112-ACEC-F589332EACD5,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,positiv,positiv,Emotionen der Freude,Freude,mich,1,39229,39233,LS,MALE,CATMA_859AE536-1A5D-49D1-9620-8D1083F7906E_1
122,CATMA_3D8E86B6-67F6-40EF-91B1-D0505DAC426A,Explizite_Source:_Experiencer,source,Experiencer,explicit,impliziter Autor,single,negativ,negativ,Emotionen des Leids,Leid,Herrschers,1,38927,38937,LS,impliziter Autor,CATMA_2F9EC070-32C9-4EF4-AB98-AD054396DC33
123,CATMA_BA6ECF76-1918-4031-944F-C33B41EB7924_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,praesident,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Kop,1,39472,39475,LS,MALE,CATMA_86773F10-1D43-47A0-B448-C088960A95FF
124,CATMA_9ABDF359-8C6C-4F57-ACD1-C7DCD81040CD_0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,dir,1,39582,39585,LS,MALE,CATMA_86773F10-1D43-47A0-B448-C088960A95FF
125,CATMA_A25AFD0C-706E-427F-B761-84F328E783D4,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Angst,Mein Vater?,3,39848,39859,LS,MALE,
126,CATMA_02F31881-DD2D-45FB-9BC9-4320EEA9DE13,Explizites_Target:_Charakter,target,Charakter,explicit,lady,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,sie,1,40222,40225,LS,FEMALE,CATMA_AA1B59D2-5606-47F7-AD77-868F56072C51
127,CATMA_AA1B59D2-5606-47F7-AD77-868F56072C51,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Welcher Schandsäule im Herzogtum ist sie das nicht! ,9,40185,40237,LS,MALE,
128,CATMA_E7ABB341-CFEB-4FEB-B6A3-AFFE6CCDD0AB_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Ich,1,40758,40761,LS,MALE,CATMA_31EAAF69-BEE6-4520-84B0-A2D3B3E4B302
129,CATMA_9C8E61A2-8AFD-4D9C-8D25-0CE657383106_0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Junge,1,40911,40916,LS,MALE,CATMA_49B1B89B-F2D1-4127-8325-F73C880A4689
130,CATMA_49B1B89B-F2D1-4127-8325-F73C880A4689,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,praesident,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Junge, bist du toll? Welcher Mensch von Vernunft würde nicht nach der Distinktion
              geizen, mit seinem Landesherrn an einem dritten Orte zu wechseln?
",27,40911,41073,LS,MALE,
131,CATMA_007A1C94-D434-455D-8A9D-915B60157437,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Verzweiflung,ich,1,41428,41431,LS,MALE,CATMA_1CC2AA5C-4E2B-4364-9166-F8BC50BFB032
132,CATMA_D77CA439-B3CF-4E20-B1F5-00EAB4300204_0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,du,1,41785,41787,LS,MALE,CATMA_4E80C97A-F388-418E-B6CC-C550733CC068
133,CATMA_4E80C97A-F388-418E-B6CC-C550733CC068,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,praesident,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Wo in aller Welt bringst du das Maul her, Junge?",12,41760,41808,LS,MALE,
134,CATMA_483AA170-170B-4432-8BA6-DFE15C29EAE5_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Ich,1,41821,41824,LS,MALE,CATMA_F05A87F6-D5D2-4D51-AD43-67CD77D92C48
135,CATMA_D0345FE7-06E8-4A6F-96D6-5216D1707662,Explizite_Source:_Experiencer,source,Experiencer,explicit,praesident,single,positiv,positiv,Emotionen der Freude,Freude,ich,1,42489,42492,LS,MALE,CATMA_A6542F59-A87F-4E06-B281-2AF4A5A44704
136,CATMA_DE57C610-724F-4583-97EE-FE07E1A32A65,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen des Leids,Leid,mich,1,42745,42749,LS,MALE,CATMA_D23EB279-5EDC-4E61-A9D9-2AE6BFC189F1
137,CATMA_CA4B0A42-6459-4D3F-BCEB-8D1BCB909AD5,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,positiv,positiv,Emotionen der Freude,Freude,jeden andern,2,42937,42949,LS,unpersönlich,CATMA_FF472AFB-8CA5-4D5E-A4C8-4D17F0F2F5AD
138,CATMA_FF472AFB-8CA5-4D5E-A4C8-4D17F0F2F5AD,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,ferdinand,single,positiv,positiv,Emotionen der Freude,Freude,"Friederike von Ostheim könnte jeden andern zum Glücklichsten
              machen. ",10,42907,42990,LS,MALE,
139,CATMA_D3395A68-771E-444D-94BB-C67D7D156359,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen des Leids,Leid,"Was seine Bosheit
 an meinem Herzen noch ganz ließ, zerreißt
              seine Gute.
",14,43025,43112,LS,MALE,
140,CATMA_423082C4-E67C-4179-BC98-3BE56D4835C0_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mich,1,43473,43477,LS,MALE,CATMA_4640A540-10BF-4DF2-87BD-4D7C02542A91
141,CATMA_68905367-853D-47A7-86E5-961A7ADE5325,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,negativ,negativ,Emotionen der Angst,Angst,er,1,43850,43852,LS,MALE,CATMA_6720F54E-BB93-4022-BCB2-4B830D78303B
142,CATMA_6720F54E-BB93-4022-BCB2-4B830D78303B,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,negativ,negativ,Emotionen der Angst,Angst,"steht zuerst wie versteinert, dann fährt er auf und will fortrennen.",13,43809,43877,LS,impliziter Autor,
143,CATMA_6D9D5F9A-F871-4060-9008-0BFA38255BDF,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,du,1,43928,43930,LS,MALE,CATMA_34F42479-038B-4879-B1B4-209792AA86F7
144,CATMA_CEEBEDF0-F91D-4BAF-8AFE-DD77C584AE52,Explizite_Source:_Experiencer,source,Experiencer,explicit,praesident,single,negativ,negativ,Emotionen der Ablehnung,Ärger,mir,1,43931,43934,LS,MALE,CATMA_34F42479-038B-4879-B1B4-209792AA86F7
145,CATMA_E793ABC8-4E57-41AC-8EED-44F4CEB1D0AB_0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Du,1,43991,43993,LS,MALE,CATMA_83BC91D9-C5A2-4E92-862C-8884D4E4EAF8
146,CATMA_A3ECE81D-330B-4A31-9C7E-21C7209131BE_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,praesident,single,negativ,negativ,Emotionen der Ablehnung,Ärger,mich,1,44104,44108,LS,MALE,CATMA_83BC91D9-C5A2-4E92-862C-8884D4E4EAF8
147,CATMA_7454985F-F0FA-473E-8457-2E4BEE16F7EE,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,praesident,single,negativ,negativ,Emotionen der Angst,Angst,"Halt! Holla! Was bläst so auf einmal
              das Feuer in deinen Wangen aus?",16,44303,44385,LS,MALE,
148,CATMA_106ED64A-48E1-447B-8EA4-81CB2FCCC46B,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,ferdinand,single,negativ,negativ,Emotionen des Leids,Leid,"schneeblaß und zitternd.
",4,44397,44422,LS,MALE,
149,CATMA_106ED64A-48E1-447B-8EA4-81CB2FCCC46B,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,negativ,negativ,Emotionen des Leids,Leid,"schneeblaß und zitternd.
",4,44397,44422,LS,impliziter Autor,
150,CATMA_1DEEC0A2-1E78-42D0-BF2E-4CB5C3F02617_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,praesident,single,negativ,negativ,Emotionen der Ablehnung,Ärger,ich,1,44552,44555,LS,MALE,CATMA_0B5CAE81-1165-48DA-BD7C-608225853C18
151,CATMA_D3024D8D-8E46-4749-B066-9A161DFEB86E_0,Explizites_Target:_Charakter,target,Charakter,explicit,ferdinand,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Junge,1,44640,44645,LS,MALE,CATMA_0B5CAE81-1165-48DA-BD7C-608225853C18
152,CATMA_4A8BD214-7D0B-40F2-AE9B-B23654465D0D_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,ferdinand,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ich,1,45186,45189,LS,MALE,CATMA_0FD28F06-DEB0-4367-B926-7503F87E948F
153,CATMA_11769245-FAAF-4C7D-AB37-21C74537173F_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Ich,1,46066,46069,LS,FEMALE,CATMA_8579515E-1E9C-49AC-BFF7-E15BD1CB6752
154,CATMA_A38AFA55-22AA-467D-A517-D5173145497B_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Ich,1,46865,46868,LS,FEMALE,CATMA_F8F2CF81-3F61-4360-9128-7178ACCE72F8
155,CATMA_775E3D0A-B59F-4142-AED1-169A7AACFF03_0,Explizites_Target:_Charakter,target,Charakter,explicit,unpersönlich,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,sie,1,46915,46918,LS,unpersönlich,CATMA_F8F2CF81-3F61-4360-9128-7178ACCE72F8
156,CATMA_E70A365A-6277-4C22-9B44-4E56002F4D3E_0,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,single,positiv,positiv,Emotionen der Freude,Schadenfreude,Fürsten,1,47784,47791,LS,UNKNOWN,CATMA_07D6D6D3-51C0-4C6F-99B3-E00A828AB771
157,CATMA_07D6D6D3-51C0-4C6F-99B3-E00A828AB771,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,sophie,single,positiv,positiv,Emotionen der Freude,Schadenfreude,"Aber den Fürsten werden Sie doch ausnehmen, Lady? Den schönsten Mann – den feurigsten
              Liebhaber – den witzigsten Kopf in seinem ganzen Lande!
",26,47775,47931,LS,FEMALE,
158,CATMA_E70A365A-6277-4C22-9B44-4E56002F4D3E_0,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Fürsten,1,47784,47791,LS,UNKNOWN,CATMA_89B3E8AB-01CC-4B71-9F54-ACB6E60D2E16_0
159,CATMA_9F63EADD-6406-42A9-9BD3-42350608A741_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,mich,1,48100,48104,LS,FEMALE,CATMA_89B3E8AB-01CC-4B71-9F54-ACB6E60D2E16_1
160,CATMA_815EED9B-5365-4D98-840B-19A8D55B356D_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,negativ,negativ,Emotionen des Leids,Leid,mich,1,49045,49049,LS,FEMALE,CATMA_07BFF845-7473-4CCE-B4ED-91DE92FE8476
161,CATMA_2F3C856B-ED26-46E8-8BF1-72B994DB3FC3_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ich,1,49312,49315,LS,FEMALE,CATMA_FA6B3233-7FA4-4DF3-841C-7CC5405716B7
162,CATMA_8C77F5CC-BE4A-488C-B2BA-C315BE84E386,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,lady,single,negativ,negativ,Emotionen des Leids,Leid,"Und warum, meine Sophie? Sieht man es denn dieser kindischen Führung des
                Zepters
 nicht an, daß wir nur für das Gängelband
 taugen?
              Sahst du es denn diesem launischen Flattersinn nicht an – diesen wilden Ergötzungen
              nicht an, daß sie nur wildere Wünsche in meiner Brust überlärmen sollten?
",53,50411,50745,LS,FEMALE,
163,CATMA_EB6DCC3C-D571-43E9-BFFC-3050230690C4_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mir,1,50821,50824,LS,FEMALE,CATMA_D705FB4E-5195-4DC2-B320-98593DBF3911_0
164,CATMA_9E32C660-7F61-4B86-9FD3-7734E7F75C4B_0,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Mann,1,50829,50833,LS,UNKNOWN,CATMA_D705FB4E-5195-4DC2-B320-98593DBF3911_0
165,CATMA_EB6DCC3C-D571-43E9-BFFC-3050230690C4_3,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mich,1,50942,50946,LS,FEMALE,CATMA_D705FB4E-5195-4DC2-B320-98593DBF3911_1
166,CATMA_9E32C660-7F61-4B86-9FD3-7734E7F75C4B_1,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Mann,1,51204,51208,LS,UNKNOWN,CATMA_D705FB4E-5195-4DC2-B320-98593DBF3911_1
167,CATMA_EB6185DD-ECA4-495D-90B7-424FE77499A9,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,sophie,single,negativ,negativ,Emotionen der Angst,Angst,blickt sie erschrocken an.,5,51277,51303,LS,FEMALE,
168,CATMA_EB6185DD-ECA4-495D-90B7-424FE77499A9,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,impliziter Autor,single,negativ,negativ,Emotionen der Angst,Angst,blickt sie erschrocken an.,5,51277,51303,LS,impliziter Autor,
169,CATMA_5FC3D4A4-CBC5-4B53-B134-629ECE9A50A2,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,sophie,single,negativ,negativ,Emotionen der Angst,Angst,"Himmel! was machen Sie! Wie wird Ihnen, Lady?
",12,51304,51350,LS,FEMALE,
170,CATMA_2047AB6B-405C-4CF5-959F-59B2A1E5E810_0,Explizites_Target:_Charakter,target,Charakter,explicit,sophie,single,negativ,negativ,Emotionen des Leids,Mitleid,Du,1,51366,51368,LS,FEMALE,CATMA_4B23C467-8442-4F41-AA9E-E3D43EBBEEC3
171,CATMA_AEBFCC99-67CD-45EB-885C-FDFDC91F9B73_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lady,single,negativ,negativ,Emotionen des Leids,Mitleid,ich,1,51391,51394,LS,FEMALE,CATMA_4B23C467-8442-4F41-AA9E-E3D43EBBEEC3
